CERT,STNAME,DOCKET,ACTIVE,ADDRESS,ASSET,CITY,COUNTY,DEP,INACTIVE,NAME,NEWCERT,ROA,ROAQ,ROE,ROEQ,ZIP
34163,Tennessee,0,0,568 West Broad Street,112257,Smithville,Dekalb,102965,1,DeKalb Community Bank,26962,0.915269964,0.92,13.05,13.05,37166
34172,Florida,0,0,12450 Roosevelt Boulevard North,1334461,Saint Petersburg,Pinellas,1020574,1,Synovus Bank,873,-2.65989164,-2.66,-26.99,-26.99,33716
34179,Oregon,14652,0,1250 North Coast Highway,58005,Newport,Lincoln,53038,1,Lincoln Security Bank,17266,0.91239801,1.14,12.14,14.91,97365
34183,South Carolina,14427,0,683 Bultman Drive,132798,Sumter,Sumter,115147,1,Sumter National Bank,27116,0.576123753,0.61,7.63,7.75,29150
34184,North Dakota,0,0,387 11th Street South,7954,Wahpeton,Richland,4781,1,"First American Bank, National Association",12918,-0.836258517,-0.6,-2.71,-2.22,58075
34192,Tennessee,0,0,216 Foothills Mall Drive,125766,Maryville,Blount,84720,1,The Home Bank of Tennessee,9846,0.406298594,1.16,3.31,7.65,37804
34196,Texas,0,0,"18333 Preston Road, Suite 100",204996,Dallas,Dallas,154671,1,Jefferson Bank,14778,-2.969195692,-2.45,-57.31,-50.36,75252
34198,Virginia,0,0,543 East Stuart Drive,240479,Galax,Galax City,223700,1,Mountain National Bank,58596,0.690019668,0.65,10.18,9.62,24333
34200,Virginia,0,0,2018 Tate Springs Road,127286,Lynchburg,Lynchburg City,116159,1,Central National Bank,58596,0.563935401,0.43,6.39,4.93,24501
34204,South Carolina,0,0,1127 Ebenezer Road,301816,Rock Hill,York,245979,1,"South Carolina Bank and Trust of the Piedmont, National Association",13425,1.274364574,1.25,16.92,16.55,29732
34206,Montana,14689,0,85 North Main Street,29816,Kalispell,Flathead,23911,1,Montana First National Bank,363,0.211004141,0.23,1.49,1.31,59901
34215,North Carolina,15654,0,"301 South Mcdowell Street, Suite 100",188844,Charlotte,Mecklenburg,149181,1,First Commerce Bank,5950,0.66362229,0.7,7.52,7.94,28204
34235,Georgia,0,0,1200 Northway,63944,Darien,Mcintosh,53222,1,Sapelo National Bank,57213,1.144204572,1.2,10.68,10.94,31305
34242,South Carolina,16097,0,3751 Robert M.  Grissom Parkway   Suite 100,590024,Myrtle Beach,Horry,521138,1,Beach First National Bank,33527,-11.68202075,-11.68,-416.92,-416.92,29577
34246,Tennessee,15437,0,372 West Northfield Boulevard,59590,Murfreesboro,Rutherford,54495,1,Rutherford Bank and Trust,895,0.172599193,0.04,2.03,0.49,37129
34247,Oregon,0,0,"600 Pioneer Tower, 888 S.W. Fifth Avenue",385426,Portland,Multnomah,300747,1,Bank of the Northwest,30887,1.20415401,1.28,15.89,16.63,97204
34248,Arkansas,0,0,113 S.E. Second Street,29792,Gravette,Benton,26054,1,SINCLAIR NATIONAL BANK,92,-4.970903737,-3.87,-47.63,-41.27,72736
34264,New Hampshire,0,0,"1750 Elm Street, Suite 102",17438,Manchester,Hillsborough,16931,1,First Alliance Bank and Trust Company,24540,-5.090338782,-5.28,-138.64,-213.03,3104
34270,New Jersey,0,0,339 North Broad Street,163372,Elizabeth,Union,155463,1,First BankAmericano,34259,-4.359746253,-2.47,-219.84,-178.83,7208
34301,Georgia,0,0,150 Covington Street,256371,Jackson,Butts,215287,1,First Georgia Community Bank,172,-1.467975439,-0.65,-27.94,-11.38,30233
34310,California,0,0,14685 Mono Way,68053,Sonora,Tuolumne,62933,1,Central California Bank,57372,-3.26806825,-3.27,-47.22,-47.22,95370
34315,Minnesota,13774,0,"730 2nd Avenue South, Suite 295",109156,Minneapolis,Hennepin,69100,1,"LB Community Bank and Trust, fsb",34799,-0.753660637,-0.47,-4.53,-2.95,55402
34326,Utah,0,0,"488 East 6400 South Commerce, Suite 300",140729,Murray,Salt Lake,500,1,"Chevron Credit Bank, National Association",0,3.045423103,2.89,7.96,8.42,84107
34336,Texas,0,0,"4500 Mercantile Plaza, Suite 300",1978402,Fort Worth,Tarrant,1367381,1,State National Bank,19048,1.28263972,1.36,5.26,5.1,76137
34340,Florida,13666,0,13525 Bell Tower Dr,2748725,Fort Myers,Lee,2143125,1,IronStone  Bank,11063,0.091229565,0.38,0.79,3.24,33907
34341,California,0,0,"27710 Jefferson Avenue, Suites #a100 And #a200",1396622,Temecula,Riverside,1276287,1,Temecula Valley Bank,11063,-9.938483975,-10.48,-238.02,-356.11,92590
34365,Texas,0,0,3802 Oak Lawn Avenue,42034,Dallas,Dallas,37609,1,"BankDallas, SSB",16835,-0.20249991,-0.2,-1.95,-1.95,75219
34389,Georgia,0,0,165 Nash St,465463,Lawrenceville,Gwinnett,337870,1,Gwinnett Banking Company,4886,1.119578948,-1.2,9.7,-7.44,30046
34408,Arkansas,0,0,2610 Cantrell Road,135120,Little Rock,Pulaski,101778,1,Pinnacle Bank,11813,1.17052399,1.54,17.42,22.69,72203
34411,Washington,0,0,1722 South Union Avenue,221082,Tacoma,Pierce,193473,1,Pierce Commercial Bank,29012,-4.493598808,-0.59,-147.84,-29.23,98405
34431,Arizona,0,0,9225 East Shea Boulevard,185762,Scottsdale,Maricopa,157255,1,Stearns Bank Arizona National Association,10988,3.490902188,0.9,25.89,6.07,85260
34438,North Carolina,15870,0,201 Wren Drive,877804,Hendersonville,Henderson,730788,1,MountainBank,26849,0.924631261,0.8,11.68,9.98,28792
34450,Ohio,0,0,2 South Third Street,149685,Hamilton,Butler,131733,1,Great Lakes National Bank Ohio,33830,0.395497211,0.79,4.09,8.17,45012
34453,Virginia,15991,0,"110 Church Avenue , Suite 310",204281,Roanoke,Roanoke City,993,1,"First-Citizens Bank, National  Association",11063,2.752519508,2.75,8.7,8.7,24011
32695,Florida,8628,0,1200 N S Road #7,759654,Margate,Broward,580290,1,Commonwealth Federal Savings and Loan Association,33350,-4.449381814,-2.69,0,0,33063
32708,Colorado,0,0,6470 East Hampden Avenue,4691,Denver,Denver,4520,1,"FirstBank of Southmoor Park, National Association",24096,-2.069291151,-1.5,-44.44,-37.74,80222
32715,New York,0,0,"570 Lexington Avenue, 25th Floor",10898,New York City,New York,0,1,Bank of Bermuda (New York) Limited,57890,-2.567179755,-2.57,-4.2,-4.2,10022
32725,New Jersey,10736,0,Route 130,590943,Windsor,Mercer,428464,1,First Washington State Bank,27614,0.807737618,0.63,4.01,3.16,8561
32728,Virginia,0,0,415 St. Paul'S Boulevard,15083,Norfolk,Norfolk City,14364,1,"New Atlantic Bank, National Association",27125,-0.359312174,-0.08,-8.74,-1.89,23510
32738,Georgia,15479,0,2019 Scenic Highway,132473,Snellville,Gwinnett,111956,1,The Eastside Bank & Trust Company,9243,1.377037794,1.32,18.55,17.44,30278
32743,California,0,0,1400 Grant Avenue,326498,Novato,Marin,246568,1,Circle Bank,17266,0.675789365,0.75,8.71,9.71,94945
22527,West Virginia,0,0,Hartman Run Road And Route 7,28977,Morgantown,Monongalia,25260,1,"Wesbanco Bank Morgantown, Inc.",6761,0.950570781,1.12,10.18,11.76,26505
22528,Washington,10849,0,South 201 Main Street,548570,Colfax,Whitman,515732,1,Bank of Whitman,33826,-8.284361141,-9.91,-394.16,-840,99111
22530,Texas,0,0,2830 West 15th Street,56450,Plano,Collin,71100,1,City National Bank of Plano,32700,-21.74647717,-11.79,0,0,75074
22538,Colorado,0,0,Sixth Street And Elk Avenue,38113,Crested Butte,Gunnison,35441,1,Crested Butte State Bank,3026,2.029960921,2.03,31,31,81224
22558,Wisconsin,0,0,810 Shorewood Boulevard,44083,Shorewood Hills,Dane,40290,1,"Valley Bank, Shorewood Hills",13041,1.234326384,0.86,17.2,11.7,53705
22565,West Virginia,0,0,Route 119 And Green Bag Road,,Morgantown,Monongalia,,1,Mountaineer National Bank,17342,,,,,26505
22574,California,11117,0,550 W. Main Street,1711552,Merced,Merced,1324635,1,County Bank,3430,-4.906962034,-7.89,-78.01,-183.56,95340
22583,New York,5505,0,800 Main Street,329994,Niagara Falls,Niagara,319311,1,The Permanent Savings Bank,7352,-0.052249354,-0.06,-5.18,-5.4,14302
22584,Virginia,0,0,823 E. Main Street,24758835,Richmond,Richmond City,18728326,1,Branch Banking and Trust Company of Virginia,9846,1.623652547,1.44,12.03,11.2,23219
22585,Georgia,0,0,Turner Mccall Blvd. & Riverbend Dr.,105030,Rome,Floyd,95807,1,The Georgia State Bank of Rome,33766,1.047894136,1.05,13.56,13.56,30161
22615,Texas,0,0,700 Quarry Street,129170,Eagle Pass,Maverick,115848,1,"Camino Real Bank, National Association",25765,1.218700706,1.23,15.07,14.3,78852
22629,New York,9932,0,125 State Street,92399,Albany,Albany,80523,1,Evergreen Bank,7073,0.906698402,1.12,10.59,12.91,12207
22642,Texas,0,0,110 Junction Highway,23452,Ingram,Kerr,23216,1,Ingram State Bank,0,-9.33231591,-5.62,-406.99,-544,78025
22643,Washington,9014,0,927 Commerce Avenue,489019,Longview,Cowlitz,474742,1,The Cowlitz Bank,29012,-5.525608443,-1.82,-189.99,-84.6,98632
22645,New York,0,0,"One Rockefeller Plaza, 8th Floor",286715,New York,New York,259004,1,United Mizrahi Bank and Trust Company,26876,-0.214244699,-2.01,-3.05,-28,10020
22646,Illinois,0,0,15330 South Lagrange Road,200923,Orland Park,Cook,178636,1,Southwest Financial Bank and Trust Company,20443,0.917156227,0.82,9.29,8.07,60462
22648,Wisconsin,0,0,600 East Northland Avenue,54099,Appleton,Outagamie,48722,1,Associated Appleton Bank,5311,0.384005965,0.44,6.02,6.73,54911
22672,Arizona,0,0,211 North Leroux Street,,Flagstaff,Coconino,,1,The Bank of Northern Arizona,18158,,,,,86001
22691,Minnesota,0,0,County Road 18 And Cullen Lake Road,28293,Nisswa,Crow Wing,25211,1,Nisswa State Bank,18969,1.599265319,1.75,16.12,17.93,56468
22696,Texas,0,0,1550 Bay Area Boulevard,79809,Harris County,Harris,75788,1,"MBank Clear Lake, National Association",19456,0.005803349,0.29,0.2,11.04,77546
22698,California,0,0,1000 North Central Avenue,35813,Glendale,Los Angeles,28772,1,First City Bank,23236,-3.115593989,-4.04,-217.72,-461.25,91202
22713,California,0,0,33 East Carrillo Street,150462,Santa Barbara,Santa Barbara,131438,1,City Commerce Bank,18396,1.294452785,1.4,11.21,11.96,93101
22723,Alabama,0,0,404 Hamric Drive,31539,Oxford,Calhoun,28959,1,The Bank of Oxford,18273,1.443178352,1.18,21.3,16.97,36203
22727,Wisconsin,0,0,South Military Avenue,,Green Bay,Brown,,1,United Bank of Green Bay,10005,,,,,54303
22728,Kansas,11086,0,701 Kansas Avenue,735071,Topeka,Shawnee,620354,1,The Columbian Bank and Trust Company,4533,0.000821076,-2.82,0.01,-43.78,66603
22737,California,0,0,County Road 426,43194,Oakhurst,Madera,40483,1,Golden Oak Bank,27132,0.864607481,0.36,14.9,6.02,93644
22747,Montana,11015,0,3030 North Montana Avenue,464734,Helena,Lewis And Clark,310409,1,Valley Bank of Helena,30788,1.48986079,1.49,19.18,19.18,59601
22753,Colorado,0,0,3000 South Peoria,41979,Aurora,Arapahoe,28188,1,OMNIBANK Aurora,13447,0.717246992,0.78,2.87,2.59,80014
22755,Wyoming,0,0,800 East Seventh Street,21532,Gillette,Campbell,18586,1,"Key Bank of Wyoming - Seventh and Douglas Highway, Gillette, Wyoming 827",18303,0.138663405,0.25,1.5,2.49,82716
22759,Texas,10154,0,1615 Little York Road,185908,Harris County,Harris,146438,1,"Banco Popular, National Association (Texas)",34967,-3.650116968,-3.64,-35.21,-44.48,77088
22768,California,0,0,3700 North Mccall Avenue,,Selma,Fresno,,1,Growers and Merchants State Bank,17109,,,,,93662
22773,Florida,0,0,800 South Jefferson Street,23932,Monticello,Jefferson,20884,1,First National Bank of Jefferson County,9622,1.210362765,1.02,12.9,10.83,32344
22775,Wisconsin,0,0,4811 South 76th Street,25108,Greenfield,Milwaukee,22589,1,Edgewood Bank,13448,0.480201375,0.48,5.38,5.38,53220
22778,Texas,0,0,690 Sunland Park Drive,39943,El Paso,El Paso,37203,1,"First City Bank - West, N.A.",16560,0.383886592,0.38,8.25,7.81,79912
22796,California,0,0,1201 Dove Street,142315,Newport Beach,Orange,138296,1,CommerceBank,23888,-5.545960547,-9.53,-218.27,-458.15,92660
22818,Utah,0,0,311 South State Street,11698,Salt Lake City,Salt Lake,10893,1,Pioneer State Bank,2270,-3.040157858,0.71,-55.14,15.79,84111
22821,Illinois,0,0,89 Boulder Hill Pass,11753,Montgomery,Kendall,10443,1,Bank of Boulder Hill,3602,-0.088694495,-1.25,-0.84,-12.23,60538
22824,Louisiana,0,0,9800 Airline Highway,31835,Baton Rouge,East Baton Rouge,31307,1,Bank of the South,4293,-2.246474897,-5.48,-361.62,-10674.29,70816
22828,Texas,0,0,4309 North Garfield Street,88738,Midland,Midland,83585,1,"RepublicBank Midland, National Association",24782,0.472360289,0.6,7.83,10.64,79703
22829,Texas,0,0,755 Lamar Boulevard West,28327,Arlington,Tarrant,28823,1,American Bank of Arlington,27474,-7.064715285,-23.41,-243.31,-3744.19,76010
22836,Texas,0,0,400 Mason Road South,53511,Harris County,Harris,49727,1,"Texas Commerce Bank - Katy Freeway, National Association",3263,0.560022704,0.56,9.52,9.52,77450
22840,Tennessee,0,0,201 Elmore Road,21584,Crossville,Cumberland,19728,1,American Bank & Trust/Crossville,22499,2.447548926,3.23,35.17,47.87,38555
22853,Illinois,12904,0,5960 North Broadway,1059194,Chicago,Cook,1023421,1,Broadway Bank,3628,-0.923893253,-0.92,-34.82,-34.82,60660
22866,Texas,0,0,17046 Stuebner Airline Road,589542,Spring,Harris,535642,1,Klein Bank,24107,2.027458958,2.55,26.05,31.62,77379
22868,Washington,9276,0,721 College Street,968385,Lacey,Thurston,917729,1,Venture Bank,11063,-4.30551106,-2.36,-699.22,0,98503
22884,Louisiana,0,0,230 West Main Street,29241,New Iberia,Iberia,26352,1,Bank of Iberia,21273,0.689730156,1.06,7.57,11.18,70560
22889,Oklahoma,0,0,7901 North Macarthur Boulevard,32306,Oklahoma City,Oklahoma,29461,1,City Bank Wilshire,26300,0.864634567,0.86,10.34,10.34,73132
22896,California,0,0,125 North First Avenue,39275,Arcadia,Los Angeles,37226,1,Huntington Bank,21716,0.550006875,0.55,11.72,11.72,91006
22899,Wisconsin,0,0,320 Oak Street,18517,Woodruff,Oneida,16624,1,Valley National Bank,5361,1.38552892,1.39,19.53,19.53,54568
22906,California,0,0,"3080 South Bristol Street, Second Floor",35393,Costa Mesa,Orange,0,1,CNA Trust Corporation,57110,2.00791685,11.97,10.19,42.57,92626
22908,Florida,0,0,200 Hypoluxo Road,61282,Hypoluxo,Palm Beach,63475,1,Bank of South Palm Beaches,27136,-3.149316831,-5.28,0,0,33462
22912,California,9064,0,550 Montgomery Street,3149104,San Francisco,San Francisco,2641717,1,First Bank & Trust,12229,0.885795595,0.86,6.87,6.73,94111
22920,Oklahoma,0,0,Main Street,9407,Mustang,Canadian,9615,1,Mustang Community Bank,4150,-6.546787709,-15.79,-653.59,0,73064
22927,Louisiana,10376,0,2002 North Seventh Street,95322,West Monroe,Ouachita,85760,1,Louisiana Bank,4310,0.346703704,0.11,4.43,1.39,71291
22934,California,0,0,530 West Bonita Avenue,220528,San Dimas,Los Angeles,199687,1,Rancho Bank,23556,1.276661996,1.35,14.82,15.46,91773
22936,Oklahoma,0,0,S.E. Fourth And Eastern,20344,Moore,Cleveland,18217,1,"Mercantile Bank, N.A.",23473,1.464041943,1.71,15.25,17.63,73160
22938,Colorado,13356,0,227 First Street,150401,Kersey,Weld,139185,1,Independent Bank,2993,1.430353894,1.53,20.01,21.43,80644
22944,Wisconsin,0,0,1000 Fox Street,21726,Mukwonago,Waukesha,19894,1,Heritage Bank of Mukwonago,20296,0.829094482,1.67,10.63,21.89,53149
22947,Michigan,0,0,2500 I-75 Business Loop,83882,Grayling,Crawford,72533,1,Chemical Bank North,26489,1.211063055,1.31,12.02,13.87,49738
22950,New Jersey,0,0,Delsa Drive And High Street,,Clayton,Gloucester,,1,Peoples Bank of South Jersey,6475,,,,,8312
22952,Missouri,0,0,14323 South Outer Forty,40351,Town And Country,St. Louis,36726,1,Mega Bank of St. Louis County,17311,0.554235255,0.97,7.27,11.88,63017
22958,Missouri,0,0,Jungermann And Mexico Roads,14710,St. Peters,St. Charles,12399,1,Mercantile Bank of St. Peters,19516,0.281017283,0.25,2.77,2.48,63376
22970,California,0,0,925 West Badillo Street,148669,Covina,Los Angeles,131989,1,California State Bank,23888,1.286045211,1.29,14.37,14.37,91722
22976,New York,0,0,Wall Street Plaza,41883,New York City,New York,36837,1,Global Union Bank,26012,-3.82067433,-5.53,-37.56,-56.84,10005
22979,Texas,0,0,536 East Broad Street,23137,Mineola,Wood,21324,1,Mineola State Bank,15374,1.122319977,0.57,15.7,7.65,75773
22983,Illinois,0,0,Andrew Road,10326,Sherman,Sangamon,9403,1,Sherman Community Bank & Trust Company,22367,1.220752798,1.22,16.24,16.24,62684
22984,California,11406,0,900 Veterans Boulevard,339394,Redwood City,San Mateo,190134,1,Bay Area Bank,27068,1.076775409,1.64,16.63,24.13,94063
22989,Nevada,0,0,4425 Spring Mountain Road,309752,Las Vegas,Clark,237774,1,American Bank of Commerce,32987,1.779965191,1.78,18.33,18.33,89102
22991,Oklahoma,0,0,800 East Main Street,10446,Tishomingo,Johnston,9591,1,Bank of Johnston County,27476,0.917320592,0.61,11.82,7.75,73460
23027,Kentucky,0,0,101 East Vine Street,468547,Lexington,Fayette,407363,1,Citizens Fidelity Bank and Trust Company Lexington,10513,0.443856708,0.29,5.45,3.59,40507
19197,Texas,0,0,416 North Stanton Street,634955,El Paso,El Paso,395173,1,"SUNWEST Bank of El Paso, National Association",15802,1.296407612,1.39,5.22,5.55,79987
19202,Illinois,0,0,322 West Morton Avenue,,Jacksonville,Morgan,,1,First National Bank of Jacksonville,1046,,,,,62650
19210,Texas,0,0,317 East Third Street,116802,Burkburnett,Wichita,107497,1,The Burkburnett Bank,32623,1.691266643,2.15,23.22,28.85,76354
19211,Nebraska,0,0,1400 M Street,19686,Lincoln,Lancaster,18452,1,City Bank & Trust Company of Lincoln,5428,-0.856937104,-1.3,-62.8,-104.56,68501
19227,West Virginia,0,0,Depont And Fourth Streets,46423,Belle,Kanawha,41318,1,The National Bank of Commerce of Belle,6755,0.417881299,-0.3,4.15,-3.01,25015
19235,Florida,0,0,12046 Indian Rocks Road,132292,Largo,Pinellas,121379,1,"Ellis Bank of Indian Rocks, National Association",17561,1.267973757,1.27,19.2,19.2,33535
19240,Michigan,0,0,"3115 Wilson Avenue, S.W.",108536,Grandville,Kent,101280,1,"NBD Grand Valley Bank, National Association",10153,1.240009279,1.4,21.13,23.55,49418
19242,Iowa,0,0,Main Street,16768,Green Mountain,Marshall,13570,1,Producers Savings Bank,18394,0.583325315,-0.07,3.41,-0.4,50637
19268,Florida,0,0,1108 Kane Concourse,,Bay Harbor Islands,Miami-Dade,,1,"Barnett Bank of Bay Harbor Islands, National Association",3577,,,,,33154
19286,Alabama,0,0,102 North Court Street,,Florence,Lauderdale,,1,Shoals National Bank of Florence,2782,,,,,35630
19292,Texas,0,0,6000 So. Padre Island Drive,59041,Corpus Christi,Nueces,55225,1,"Texas Commerce Bank - Gulfway, National Association",18557,-0.200798173,-0.2,-3.66,-3.66,78412
19298,Colorado,0,0,1670 Broadway,1619356,Denver,Denver,1101019,1,"UMB Bank Colorado, National Association",8273,0.77063704,0.71,7.25,6.58,80202
19306,Connecticut,0,0,35 Washington Avenue,,North Haven,New Haven,,1,The North Haven National Bank,2510,,,,,6473
19308,Illinois,0,0,7936 South Cottage Grove Avenue,145671,Chicago,Cook,123330,1,Independence Bank of Chicago,15640,0.080013272,0.31,0.79,2.72,60619
19311,Florida,0,0,2250 North Orange Blossom Trail,,Fairvilla,Orange,,1,ComBank/Fairvilla,0,,,,,32804
19316,New York,0,0,275 West 125th Street,110444,New York City,New York,101021,1,Freedom National Bank of New York,0,-2.029928013,-2.48,-1465.31,0,10027
19320,Florida,0,0,1001 East 9th Street,66529,Hialeah,Miami-Dade,57841,1,"Pan American Bank of Dade County, National Association",21950,1.372163104,0.95,18.31,12.32,33011
19324,Montana,0,0,402 Mineral Street,15369,Libby,Lincoln,14434,1,United Bank,363,0.542340908,0.54,9.67,9.67,59923
19330,Missouri,0,0,104 East Center Street,139686,Sikeston,Scott,120438,1,Mercantile Bank of Sikeston,17043,0.808150222,0.81,9.7,9.7,63801
19332,Texas,0,0,400 South Alamo,39572,Marshall,Harrison,35921,1,First Interstate Bank of Marshall,24344,-0.60377631,-2.27,-13.04,-49.31,75670
19338,Oklahoma,52721,0,4th And Trudgeon Streets,62065,Henryetta,Okmulgee,53922,1,"First National Bank, Henryetta",4170,1.065873183,1.13,8.12,8.79,74437
19350,North Dakota,0,0,Main Street,7722,Page,Cass,7049,1,Page State Bank,9425,0.065968211,0.78,0.86,9.62,58064
19355,Minnesota,9492,0,"50  South Sixth Street, Suite 1000",613580,Minneapolis,Hennepin,493786,1,Excel Bank Minnesota,1020,-0.271318858,-1.7,-3.06,-19.9,55402
19361,Florida,0,0,837 Forrest Avenue,,Cocoa,Brevard,,1,Southeast National Bank of Cocoa,14856,,,,,32922
19363,Washington,8934,0,301 North Chelan,228433,Wenatchee,Chelan,206337,1,Central Washington Bank,30887,1.282386105,0.36,16.17,4.87,98801
19372,Florida,0,0,1110 West Homestead Road,,Lehigh Acres,Lee,,1,Century National Bank of Lee County,19022,,,,,33936
19392,Wisconsin,0,0,6347 North 76th Street,,Milwaukee,Milwaukee,,1,Continental Bank Guardian,1021,,,,,53218
19399,Connecticut,9005,0,2992 Dixwell Avenue,336981,Hamden,New Haven,303840,1,American National Bank,19353,-2.102218256,-0.69,-53.87,-19.93,6518
19403,New Mexico,0,0,"1418 Carlisle Boulevard, N.E.",55680,Albuquerque,Bernalillo,48730,1,National Bank of Albuquerque,12261,0.236571112,0.2,3.61,3.02,87190
19409,Illinois,0,0,120 East Scranton Avenue,46333,Lake Bluff,Lake,42062,1,The First National Bank of Lake Bluff,3689,0.381241101,0.59,6.59,10.61,60044
19445,Mississippi,13083,0,112 East Bankhead Street,296837,New Albany,Union,264215,1,"Union Planters Bank of Northeast Mississippi, National Association",4979,1.556756554,1.5,23.64,23.29,38652
19446,Massachusetts,0,0,66 Pleasant Street,,Marblehead,Essex,,1,Bank of Boston - Essex,2588,,,,,1945
19449,Illinois,0,0,241 East Deerpath,67574,Lake Forest,Lake,62184,1,"First Midwest Bank/Lake Forest, a National Association",5751,0.840043112,0.99,14.08,16.86,60045
19458,Texas,0,0,1300 Northpark Center,695579,Dallas,Dallas,557277,1,Northpark National Bank of Dallas,1493,1.375828953,1.44,19.4,19.31,75225
19466,Florida,0,0,7105 New Haven Avenue,,West Melbourne,Brevard,,1,"Flagship Bank of West Melbourne, National Association",14393,,,,,32901
19484,New Jersey,0,0,4900 Route 70,273734,Pennsauken,Camden,242129,1,United Jersey Bank/Fidelity Bank,6454,1.038173438,1.1,18.49,19.12,8110
19489,Missouri,0,0,12375 St. Charles Rock Road,137288,Bridgeton,St. Louis,124517,1,Mark Twain State Bank,22251,1.186095979,1.73,18.77,27.78,63044
19493,Illinois,0,0,420 East Sangamon Street,19660,Petersburg,Menard,18115,1,Illini Bank of Menard County,19980,0.772181467,0.56,11.24,7.99,62675
19495,Florida,0,0,7320 South Dixie Highway,,West Palm Beach,Palm Beach,,1,Barnett Bank of Palm Beach County,20975,,,,,33405
19503,Illinois,0,0,411 North Seymour Avenue,43873,Mundelein,Lake,41139,1,First Midwest Bank/Lake County,5751,1.103174474,1.27,18.77,21.55,60060
19509,Florida,0,0,3900 North Federal Highway,,Boca Raton,Palm Beach,,1,University National Bank of Boca Raton,17561,,,,,33432
19513,Minnesota,13962,0,800 Faxon Road,108826,Norwood Young America,Carver,78936,1,State Bank of Young America,1414,2.48380179,2.48,22.6,22.6,55397
19517,Illinois,0,0,302 Main Street,37783,Savanna,Carroll,33570,1,Savanna State Bank,5753,0.650287123,0.65,6.23,6.23,61074
19522,Oklahoma,0,0,112 West 7th Street,20176,Holdenville,Hughes,18791,1,Peoples State Bank & Trust Company,4146,-6.281885681,0.24,-128.66,22.33,74848
19523,Florida,0,0,1102 North Main Street,,Kissimmee,Osceola,,1,"Exchange Bank of Osceola, National Association",18376,,,,,34741
19541,Louisiana,0,0,4440 Nelson Road,721866,Lake Charles,Calcasieu,588401,1,Cameron State Bank,28100,1.54721102,1.55,14.01,14.01,70605
19546,Louisiana,0,0,3525 North Causeway Boulevard,301481,Metairie,Jefferson,281219,1,The Jefferson Guaranty Bank,14189,0.654773506,-0.37,9.6,-5.47,70002
19548,Maine,0,0,Bank Square,,Guilford,Piscataquis,,1,Northeast Bank of Guilford,4267,,,,,4443
19550,Ohio,0,0,1255 Euclid Avenue,,Cleveland,Cuyahoga,,1,"Bank One, Cleveland, National Association",17219,,,,,44115
19553,California,0,0,"445 South Figueroa Street, 15th Floor",1133126,Los Angeles,Los Angeles,0,1,Bank of Tokyo-Mitsubishi UFJ Trust Company,0,0.687327563,0.26,2.43,0.65,90071
19560,South Carolina,10494,0,309 Columbia Avenue,566911,Lexington,Lexington,470892,1,The Lexington State Bank,21098,0.861712,1.27,10.04,14.14,29072
19572,Massachusetts,0,0,One Bulfinch Place,485550,Boston,Suffolk,442317,1,Capitol Bank and Trust Company,0,-6.776916376,-0.42,-181.36,-30.13,2114
19575,Puerto Rico,0,0,400 Munoz Rivera Avenue,,San Juan,San Juan,,1,Banco de Ahorro de Puerto Rico,19919,,,,,919
19576,Georgia,0,0,307 Church Street,62106,La Grange,Troup,55514,1,Trust Company of Troup County,2126,-0.456660924,-0.32,-6.11,-4.3,30241
19577,Florida,0,0,175 West Granada Avenue,,Ormond Beach,Volusia,,1,Ellis National Bank of Ormond Beach,19159,,,,,32074
19583,Missouri,0,0,4901 Main Street,,Kansas City,Jackson,,1,Mark Twain Plaza Bank,18703,,,,,64112
19602,Texas,0,0,Eastex Freeway,41952,New Caney,Montgomery,42089,1,Community Bank,17835,-5.128605095,-20.12,-221.71,-2595.27,77357
19605,Illinois,11735,0,Seventeenth Street And Second Avenue,340551,Rock Island,Rock Island,295527,1,"First of America Bank-Quad Cities, National Association",16262,1.325580798,1.26,19.29,18.14,61201
19612,West Virginia,0,0,7 Harman Center,48118,Grafton,Taylor,46936,1,The Blueville Bank of Grafton,6756,-2.970885324,-11.79,-113.22,-631.44,26354
19615,Wisconsin,0,0,250 Main Street,,Twin Lakes,Kenosha,,1,First Bank Southeast of Twin Lakes,5302,,,,,53181
19620,Wisconsin,0,0,1055 Winneconne Avenue,27556,Neenah,Winnebago,25216,1,"Associated Neenah West Bank, National Association",5311,0.560225303,0.48,7.59,6.39,54956
21953,Wyoming,0,0,Clark And Adams Streets,3031,Hanna,Carbon,2702,1,First Wyoming Bank-Hanna,2227,-2.992518703,-1.85,-28.75,-18.24,82327
21954,New Jersey,0,0,Church Road,,Mount Laurel Township,Burlington,,1,The Fellowship Bank,683,,,,,8054
21957,Illinois,0,0,2000 South Lake Street,85400,Mundelein,Lake,74219,1,First Colonial Bank/Mundelein,14280,0.179711742,0.89,1.4,6.83,60060
21958,Virginia,0,0,Main And School Streets,,Stephens City,Frederick,,1,First Virginia Bank of Frederick County,6134,,,,,22655
21973,Massachusetts,8353,0,15 Monument Square,880658,Leominster,Worcester,683356,1,First Service Bank for Savings,23464,-7.097006392,-4.76,-189.91,-636.52,1453
21977,Connecticut,9346,0,55 Main Street,434213,New Milford,Litchfield,309990,1,NMBT,17944,0.975895337,0.98,8.86,8.86,6776
21979,Florida,13115,0,1401 Lee Road,247515,Orange County,Orange,198399,1,Bank of Central Florida,27538,1.95476364,0.63,18.93,6.15,32810
