CERT,STNAME,DOCKET,ACTIVE,ADDRESS,ASSET,CITY,COUNTY,DEP,INACTIVE,NAME,NEWCERT,ROA,ROAQ,ROE,ROEQ,ZIP
30913,Georgia,6107,0,211 Hamilton Avenue,,Bremen,Haralson,,1,Peach State Federal Savings and Loan Association,30278,,,,,30110
30917,Texas,6111,0,504 North Mason,,Bowie,Montague,,1,First Savings and Loan Association,30625,,,,,76230
30923,Texas,6119,0,230 West Twohig,681240,San Angelo,Tom Green,867606,1,City Savings and Loan Association,30592,-12.23003859,-12.23,0,0,76901
30935,Illinois,6137,0,4747 Dempster St,678686,Skokie,Cook,536131,1,Skokie Federal Savings and Loan Association,1806,-9.45634288,-3.39,0,0,60076
30941,Missouri,6147,0,135 North Meramec,930926,Clayton,Saint Louis (city),648287,1,First Bank A Federal Savings Bank,32600,0.971460822,0.98,10.84,11.62,63105
30947,Missouri,6156,0,P O Box 237,,Van Buren,Carter,,1,Pioneer State Savings and Loan Association,28332,,,,,63965
30957,Louisiana,6173,0,576 North Parkerson,159902,Crowley,Acadia,162237,1,Acadia Savings and Loan Association,32554,-3.811223948,-3.61,0,0,70526
30962,Nebraska,6182,0,341 North 6th St,,Seward,Seward,,1,Seward Federal Savings and Loan Association,29149,,,,,68434
30974,Utah,6197,0,4185 Harrison Boulevard,405170,Ogden,Weber,306309,1,United Savings Bank,9576,1.661925206,1.75,16.51,17.22,84409
30981,New Jersey,6206,0,487 Pleasant Valley Way,53122,West Orange,Essex,49524,1,West Orange Savings and Loan Association,30073,1.666540985,1.67,29.75,29.75,7052
30992,Michigan,6224,0,611 E Grand River Ave,166812,Howell,Livingston,156746,1,First Federal Savings and Loan Association of Livingston Co,28039,0.822430853,0.86,23.73,22.87,48843
30999,Illinois,6239,0,1151 State Street,193664,Lemont,Cook,188801,1,Lemont Savings Association,33564,-3.745752965,-16.46,-122.62,-1026.23,60439
31006,Oklahoma,6247,0,400 W Paul Avenue,17804,Pauls Valley,Garvin,17131,1,Garvin County Savings and Loan Association,28456,0.850088875,0.96,28.06,30.83,73075
31008,Illinois,6249,0,101 West Main St,8589,Oblong,Crawford,8408,1,Peoples Building and Loan Association of Oblong,12399,0.365909437,0.46,0,0,62449
31033,Alabama,6287,0,300 Clinton Ave West,,Huntsville,Madison,,1,Security Federal Savings and Loan Association,28098,,,,,35801
31065,Oregon,6329,0,401 S W 5th Avenue,160670,Portland,Multnomah,133983,1,Oregon Pioneer Savings and Loan Association,28021,-0.56696548,-1.37,-22.14,-54.78,97204
31068,Illinois,6332,0,1300 North Keller Drive,31587,Effingham,Effingham,27146,1,Illinois Community Bank,10881,0.127090372,0.26,1.41,2.49,62401
31073,Illinois,6338,0,1505 Seventh St,112025,East Moline,Rock Island,114164,1,Community Savings Bank,32951,-0.994358205,-1.47,0,0,61244
31086,Maryland,6354,0,1000 Ingleside Ave,67247,Baltimore,Baltimore City,56267,1,Westview Savings Bank,30763,0.201944436,0.26,1.26,1.63,21228
31087,Georgia,6357,0,202 College Ave,,Athens,Clarke,,1,Clarke Federal Savings and Loan Association,28767,,,,,30603
31116,Texas,6408,0,202 S Poplar,6831,Kermit,Winkler,8921,1,Permian Savings and Loan Association,0,-10.54300077,-15.12,0,0,79745
31118,New Jersey,6410,0,"Raritan Plaza I, 9th Floor",4772,Edison,Middlesex,432,1,First Investors Federal Savings Bank,0,-0.209126173,-1.58,-0.65,-1.96,8837
31122,Arkansas,6424,0,2525 Main Street,,North Little Rock,Pulaski,,1,Arkansas Federal Savings and Loan Association,0,,,,,72114
31131,Washington,6436,0,601 South Jackson Street,320372,Seattle,King,272203,1,United Savings and Loan Bank,28088,1.467721205,1.76,10.91,13.04,98104
31136,New Mexico,6441,0,500 Marquette Nw,720150,Albuquerque,Bernalillo,1063447,1,Sandia Federal Savings and Loan Association,32796,-27.61391583,-15.18,0,0,87102
31142,Kentucky,6450,0,306 North Main Street,72897,Cynthiana,Harrison,52093,1,First Federal Savings Bank,734,0.91269925,0.66,5.53,3.93,41031
31161,North Carolina,6473,0,71 Mccachern Boulevard,170783,Concord,Cabarrus,141893,1,Cabarrus Bank of North Carolina,4886,1.54222602,1.54,17.9,17.9,28025
31164,North Carolina,6476,0,40 Cabarrus Avenue East,1217589,Concord,Cabarrus,739790,1,SouthTrust Bank of North Carolina,849,0.48588045,0.49,9.44,9.44,28025
31167,Florida,6481,0,25 East Silver Springs Blvd,,Ocala,Marion,,1,Fidelity Federal Savings and Loan Association,30278,,,,,32670
31173,Oregon,6487,0,10250 Sw Greenburg Road,263147,Portland,Washington,205657,1,Lincoln Savings and Loan Association,26857,-3.225577794,-0.03,0,-0.34,97223
31206,Georgia,6529,0,129 East Memorial Drive,37523,Dallas,Paulding,36235,1,First Federal Savings and Loan Association,33331,-3.133150891,5.86,0,0,30132
31218,Illinois,6556,0,420 West Main Street,,Salem,Marion,,1,Salem Building and Loan Association,28707,,,,,62881
31221,New Jersey,6561,0,1 North Broadway,,Gloucester City,Camden,,1,Continental Savings and Loan Association,28429,,,,,8030
31224,Arkansas,6569,0,1122 Van Ronkle St,102007,Conway,Faulkner,89585,1,"Security Bank of Conway, FSB",15086,1.061044904,0.74,12.52,8.68,72032
31225,New York,6571,0,1 Main St,6890,Canisteo,Steuben,6288,1,Canisteo Savings and Loan Association,12936,-0.300309319,-0.29,-3.52,-3.58,14823
31226,Kentucky,6572,0,322 Frederica Street,,Owensboro,Daviess,,1,Lincoln Federal Savings and Loan Association,27731,,,,,42301
31230,Alabama,6578,0,205 Madison Street,,Alexander City,Tallapoosa,,1,First Federal Savings and Loan Association,31665,,,,,35010
31237,Maryland,6587,0,3725 Old Court Road,,Pikesville,Baltimore City,,1,Yorkridge Federal Savings and Loan Association,30675,,,,,21208
31269,Louisiana,6642,0,200 Carter St,18949,Vidalia,Concordia,18880,1,United Federal Savings and Loan Association,8527,-1.221020499,-1.22,0,0,71373
31277,Illinois,6655,0,601 Illinois Street,,Plainfield,Will,,1,Plainfield Savings and Loan Association,29260,,,,,60544
31284,Illinois,6665,0,261 East Lake Street,277008,Bloomingdale,Dupage,256379,1,"American Heritage Savings, FA",30971,-4.069338491,-3.89,0,0,60108
31287,Texas,6672,0,1934 West Gray,,Houston,Harris,,1,Surety Savings Association,28861,,,,,77019
31299,Illinois,6689,0,5629 North Second St,40841,Loves Park,Winnebago,44986,1,Loves Park FSB,31119,-7.656436062,0.09,0,0,61111
31322,Florida,6732,0,5500 San Jose Boulevard,272521,Jacksonville,Duval,203779,1,"FloridaBank, A Federal Savings Bank",27083,-0.370585918,-3.73,-7.49,-77.73,32207
31338,California,6766,0,2074 Treat Boulevard,327749,Walnut Creek,Contra Costa,336324,1,Cal America Savings and Loan Association,32505,-6.016297409,-3.07,0,0,94598
31357,Arkansas,6802,0,5619 Highway 5 North,79267,Bryant,Saline,68083,1,The Union Bank of Bryant,17322,0.315203934,1.18,3.29,13.79,72022
31358,Louisiana,6804,0,222 South 10th St,48288,Oakdale,Allen,40708,1,First Federal Savings and Loan Association of Allen Parish,30441,0.39461142,0.15,4.43,1.65,71463
31360,Pennsylvania,6808,0,108 North Second Street,,Harrisburg,Dauphin,,1,State Capital Savings and Loan Association,30204,,,,,17105
31385,Arizona,6848,0,2202 Stockton Hill Road,,Kingman,Mohave,,1,Mohave Savings and Loan Association,31400,,,,,86401
31389,Massachusetts,6857,0,76 North Washington St,,North Attleboro,Bristol,,1,Plainville Savings and Loan Association,0,,,,,2760
31403,Texas,6884,0,2700 Post Oak Blvd Suite 2326,656720,Houston,Harris,804134,1,Champion Savings Association,32610,-43.83897403,-42.38,0,0,77056
31418,Mississippi,6918,0,200 S Lamar Street,276476,Jackson,Hinds,271387,1,Security Savings and Loan Association,33711,0.398238036,0.24,26.82,0,39201
31424,Florida,6942,0,100 34th Street North,,Saint Petersburg,Pinellas,,1,Franklin Federal Savings and Loan Association,29223,,,,,33733
31431,Hawaii,6951,0,765 Bishop Street,,Honolulu,Honolulu,,1,First Savings and Loan Association,28741,,,,,96813
31452,California,6991,0,621 South El Camino Real,220368,San Clemente,Orange,205745,1,"San Clemente Savings Bank, F.S.B.",33611,-0.197389918,-0.2,-8.33,-8.33,92672
31465,Tennessee,7026,0,100 North Washington Ave,,Brownsville,Haywood,,1,First Federal Savings and Loan Association,27978,,,,,38012
31486,Kentucky,7058,0,208 Lexington Street,56458,Lancaster,Garrard,29732,1,First Lancaster Federal Savings Bank,31156,0.966268139,0.97,4.4,4.4,40444
31499,Oklahoma,7077,0,4121 Gore Blvd,,Lawton,Comanche,,1,First Federal Savings and Loan Association,28649,,,,,73501
31513,Oregon,7097,0,333 Sw 5th Avenue,,Portland,Multnomah,,1,Oregon Trail Savings and Loan Association,29097,,,,,97204
31520,California,7111,0,Carmel Rancho Shopping Center,,Carmel,Monterey,,1,First Federal Savings and Loan Association of Carmel,29524,,,,,93921
31530,New York,7127,0,2255 East Ridge Road,,Irondequoit,Monroe,,1,Genesee Federal Savings and Loan Association,15901,,,,,14622
31542,Mississippi,7152,0,6158 Old Canton Road,28135,Jackson,Hinds,84764,1,"Republic Bank for Savings, FA",33109,-33.62602764,-33.63,0,0,39157
31546,Louisiana,7160,0,151 South Fourth Street,11191,Eunice,St. Landry,15708,1,First Federal Savings and Loan Association,16928,-4.102882897,-4.1,0,0,70535
31551,South Dakota,7166,0,3401 S Kiwanis Avenue,59418,Sioux Falls,Minnehaha,44154,1,Dakota Federal Savings and Loan Association,28256,0.335438132,1.01,31.53,91.54,57105
31560,Connecticut,7179,0,915 Main Street,17375,Hartford,Hartford,13680,1,Connecticut Savings and Loan Association,33292,-2.55755907,-2.02,-167.15,-325.93,6103
31591,Kentucky,7227,0,113 West Public Square,,Glasgow,Barren,,1,Security Savings and Loan Association of Glasgow,27730,,,,,42141
31595,Pennsylvania,7232,0,418 West Broad Street,425492,Bethlehem,Lehigh,335965,1,First Star Bank,28262,-0.620048064,-1.42,-7.61,-17.5,18018
31596,Illinois,7235,0,101 South Church Street,,Carmi,White,,1,Carmi Savings and Loan Association,28143,,,,,62821
31605,California,7244,0,400 South San Fernando Mission Blvd,220564,San Fernando,Los Angeles,224045,1,First California Savings Bank,32560,-4.075320123,-4.72,0,0,91340
31608,California,7247,0,2773 Mission Street,,San Francisco,San Francisco,,1,Pan American Savings and Loan Association,31800,,,,,94110
31622,California,7269,0,1026 First Street At Brown,,Napa,Napa,,1,Napa Federal Savings and Loan Association,29524,,,,,94558
31626,Kentucky,7274,0,106a West John Rowan Boulevard,68066,Bardstown,Nelson,45175,1,"Community Bank of Kentucky, Inc.",28915,0.581968672,0.34,5.14,3.28,40004
31640,Mississippi,7289,0,101 W Capitol Street,116519,Jackson,Hinds,91386,1,"First Jackson Savings Bank, FSB",33093,-1.532242317,-1.53,-59.32,-59.32,39205
31658,Pennsylvania,7311,0,231 East Broad Street,20279,Bethlehem,Northampton,16905,1,Wilbur Savings Bank,33197,1.26892691,2.49,8.07,16.15,18018
31661,Ohio,7315,0,7373 Beechmont Avenue,,Cincinnati,Hamilton,,1,Cincinnati Savings Association,28387,,,,,45230
31672,Illinois,7326,0,501 North State Street,18256,Litchfield,Montgomery,16381,1,"Litchfield Community Savings, S.B.",28211,-0.128883972,0.5,-1.36,5.29,62056
31684,Texas,7340,0,4605 Texas Blvd,78057,Texarkana,Bowie,75516,1,Texana Savings and Loan Association,32598,-6.515686394,-6.36,0,0,75501
31706,Florida,7363,0,261 N E First Street,96687,Miami,Miami-Dade,132089,1,Miami Savings Bank,19511,-21.38858382,-11.24,0,0,33132
31717,Virginia,7376,0,14098 Lee Highway,,Centreville,Fairfax City,,1,Newgate Savings and Loan Association,31335,,,,,22020
31740,Nebraska,7404,0,11207 West Dodge Road,358405,Omaha,Douglas,200858,1,"Conservative Savings Bank, F.S.B.",30341,0.007812419,-0.96,0.09,-10.12,68154
31744,North Carolina,7414,0,3801 East Independence Boulevard,628098,Charlotte,Mecklenburg,455029,1,North Carolina Federal Savings and Loan Association,32936,-4.150239399,-1.84,-536.21,0,28105
31746,Missouri,7416,0,900 Roosevelt Parkway,9056749,Chesterfield,St. Louis,5239166,1,Roosevelt Bank,28753,0.633508522,0.06,11.12,1.09,63017
31749,California,7419,0,211 North Main Street,208423,Porterville,Tulare,224064,1,"Presidio Savings and Loan Association, A Federal Savings and Loan Associ",32435,-17.13933384,-48.47,0,0,93257
31752,Texas,7423,0,275 W Campbell Road,126611,Richardson,Dallas,163830,1,Northpark Savings Association,32648,-52.54827391,-81.6,0,0,75080
31763,California,7434,0,101 Linda Mesa,,Danville,Contra Costa,,1,First Western Savings and Loan Association,28666,,,,,94526
31768,California,7443,0,6842 Van Nuys Boulevard,1996340,Van Nuys,Los Angeles,1549633,1,Valley Federal Savings and Loan Association,32633,0.171652376,0.17,94.74,94.74,91405
31777,Oregon,7453,0,185 North Fourth Street,,Coos Bay,Coos,,1,Community First Savings and Loan Association,31354,,,,,97420
31779,Texas,7456,0,602 South Jackson Street,48415,Jacksonville,Cherokee,88173,1,Savings of Texas Association,0,-16.97681482,-24.25,0,0,75766
31780,Tennessee,7457,0,Highway 78 North Dyersburg Square,,Dyersburg,Dyer,,1,Northwest Tennessee Savings and Loan Association Incorporated,29402,,,,,38024
31781,Michigan,7459,0,2250 W Michigan Ave,247502,Ypsilanti,Washtenaw,185520,1,Interfirst Federal Savings Bank,27714,3.061966566,4.59,46.69,70.12,48197
31782,Texas,7460,0,150 East Roundbunch,16188,Bridge City,Orange,56450,1,Golden Triangle Savings and Loan Association,0,-47.70573844,-38.27,0,0,77611
31790,Missouri,7468,0,135 North Meramec,1028690,Clayton,St. Louis,928755,1,"First Bank, A Federal Savings Bank",12229,0.72588013,0.9,8.05,9.89,63105
31792,Oregon,7470,0,603 Chemeketa,239709,Salem,Marion,153498,1,Citizens Savings and Loan Association,32447,-5.579465301,-5.58,0,0,97309
31794,Pennsylvania,7472,0,325 Locust Street,69748,Columbia,Lancaster,62880,1,Central Savings and Loan Association,7579,0.127819793,-0.37,1.54,-4.4,17512
31796,Wyoming,7477,0,1738 South Poplar St,,Casper,Natrona,,1,Central Savings and Loan Association,31182,,,,,82602
31801,Texas,7484,0,8915 Airport Freeway,200506,North Richland Hills,Tarrant,195537,1,Nowlin Savings Association,32944,-11.11527867,-38.36,-3775.34,0,76118
31804,Louisiana,7487,0,300 South Third Street,134936,Leesville,Vernon,150687,1,Liberty Federal Savings and Loan Association,0,-8.983037816,-8.98,0,0,71446
31805,Texas,7488,0,2553 Texas Avenue South,31127,College Station,Brazos,27752,1,"Homestead Bank, S.S.B.",10355,0.076426342,-1.09,1.07,-15.24,77840
31808,Arkansas,7491,0,120 South Oak,41777,Sheridan,Grant,38740,1,Grant Federal Savings Bank,33495,1.595065929,1.6,23.51,23.38,72150
31813,Illinois,7496,0,110 North Oak Street,17028,Arcola,Douglas,18092,1,Arcola Homestead Savings Bank,0,-14.16030425,-14.16,0,0,61910
31818,California,7501,0,16251 Main Street,381620,Guerneville,Sonoma,377575,1,"Centennial Savings, A Federal Savings and Loan Association",32410,-3.828846971,-6.37,-4466.39,0,95446
31827,Texas,7510,0,2001 East South East Loop 323,51219,Tyler,Smith,45339,1,First Southwest Savings and Loan Association,33228,-6.212384814,-18.42,-89277.77,0,75701
31843,Louisiana,7526,0,3131 N I10 Service Road,156335,Metairie,Jefferson,134186,1,First Federal Savings Bank of New Orleans,33086,-5.240304324,-5.24,0,0,70002
31866,Tennessee,7549,0,Kaywood & Main Streets,45793,Mount Carmel,Hawkins,42486,1,Lincoln Federal Savings and Loan Association,26261,-18.04047793,-18.04,0,0,37642
31868,Mississippi,7551,0,1201 Jackson Avenue,,Pascagoula,Jackson,,1,Pascagoula Savings and Loan Association,29018,,,,,39567
31873,Tennessee,7556,0,2021 Richard Jones Road,81110,Nashville,Davidson,65839,1,Investor Federal Savings Bank,32934,-3.392088591,-3.9,-2319.87,0,37215
31875,Virginia,7558,0,Dolley Madison Boulevard,318921,Mc Lean,Fairfax,326080,1,MC Lean Savings and Loan Association,32591,-34.04002931,-53.27,0,0,22101
31879,Tennessee,7562,0,7770 Poplar Avenue,104955,Germantown,Shelby,90444,1,Germantown Trust Savings Bank,4978,-5.353707163,-5.35,0,0,38138
31880,California,7563,0,12775 Beach Boulevard,58927,Stanton,Orange,83722,1,Equitable Savings and Loan Association,0,-26.19571468,-74.68,0,0,90680
32299,Texas,8114,0,"1845 Precinct Line Road, Suite 100",64809,Hurst,Tarrant,66900,1,Metroplex Federal Savings Association,32648,-25.29841986,-67.58,0,0,76054
32305,Ohio,8121,0,101 South Washington Street,1660,New Paris,Preble,1455,1,New Paris Loan and Building Company,0,1.888462673,1.89,16,16,45347
32310,Ohio,8127,0,7050 Blue Ash Road,159630,Silverton,Hamilton,148582,1,Midwest Savings Association,29706,1.380257272,1.46,30.97,30.86,45236
32315,Florida,8133,0,1802 West Hillsboro Blvd,282574,Deerfield Beach,Broward,244856,1,Investors of Florida Savings Bank,33019,-2.208442124,-2.21,0,0,33442
32317,Texas,8135,0,"4550 Post Oak Place Drive, Suite 225",21712,Houston,Harris,0,1,Allied Houston Bank,0,7.998122996,8,61.59,61.59,77027
32323,Florida,8144,0,8890 West Oakland Park Blvd,42727,Sunrise,Broward,36325,1,Great Life Savings Association,33079,-5.408948222,-5.41,0,0,33320
32332,California,8154,0,10045 Adams Avenue,81792,Huntington Beach,Orange,80703,1,Beach Savings Bank,33297,-7.240995559,-0.64,-143.46,-134.01,92646
32336,Virginia,8158,0,208 Elden Street,92798,Herndon,Fairfax,82125,1,"Eastern American Bank, FSB",27322,-0.380207427,-1.64,-8.59,-38.19,22070
32338,Florida,8160,0,"1818 South Australian Ave., Suite 400",114625,West Palm Beach,Palm Beach,106916,1,"Palm Beach Savings and Loan, FSA",28936,0.181700007,0.21,3.4,3.99,33409
32342,California,8164,0,2221 West Shaw Avenue,31163,Fresno,Fresno,33755,1,Financial Savings and Loan Association,32866,-11.81868206,3.67,0,0,93711
32343,North Carolina,8165,0,"110 Mulberry Street, Southwest",136697,Lenoir,Caldwell,117964,1,"Citizens Savings Bank, SSB",32345,1.049344256,1.03,8.06,7.76,28645
32349,North Carolina,8171,0,308 North Chestnut Street,63374,Lumberton,Robeson,55715,1,Progressive State Bank,57609,0.94289866,0.92,8.13,8.22,28359
32354,North Carolina,8176,0,612 N Queen Street,334719,Kinston,Lenoir,295996,1,"First Financial Savings Bank, Inc.",9846,1.327392042,1.15,25.31,20.02,28501
32375,New York,8199,0,50 Madison Avenue,34578,New York City,New York,30822,1,First City Federal Savings Bank,0,-1.263400994,-0.63,-11.14,-5.84,10010
32376,Washington,8200,0,400 S. W. 152nd Street,337248,Seattle,King,257666,1,Mariner Federal Savings and Loan Association,29811,0.307632699,0.31,70.4,70.4,98166
32392,Florida,8216,0,1777 Tamiami Trail,63920,Murdock,Charlotte,58367,1,Murdock Florida Bank,27501,0.46102651,-0.67,5.86,-8.26,33938
32405,North Carolina,8229,0,U. S. Highway 64,110042,Manteo,Dare,112427,1,Great Atlantic Savings Bank FSB,4892,-19.78938219,-8.4,0,0,27954
32406,Florida,8230,0,131 Racetrack Road,43416,Fort Walton Beach,Okaloosa,36553,1,Liberty Bank of Fort Walton Beach,30514,1.220929549,0.9,13.89,10.11,32547
32418,Florida,8242,0,2415 North Orange Avenue,56200,Orlando,Orange,53131,1,Lochaven Federal Savings and Loan Association,21350,0,-0.19,0,-3.83,32804
32422,Maryland,8246,0,463 Baltimore Boulevard,9235,Westminster,Carroll,8618,1,"Ashburton Federal Savings and Loan Association, Inc.",32559,-0.05349081,-0.04,-0.82,-0.66,21157
32427,Texas,8252,0,9802 Highway 66,69280,Rowlett,Rockwall,61440,1,Texas Heritage Savings Association/banc,29221,1.299605072,0.13,19.07,1.82,75088
32432,Michigan,8257,0,"2301 West Big Beaver Road, Suite 110",81674,Troy,Oakland,22298,1,"Michigan Bank, Federal Savings Bank",22488,5.968475484,6.69,8.48,9.48,48084
32433,California,8258,0,"5900 Wilshire Boulevard, 16th Floor",2555459,Los Angeles,Los Angeles,1859839,1,Peoples Bank of California,34659,0.277727012,0.2,3.75,2.5,90036
