Cert,Report_Period,Institution_Name,City,State,Class,Total_Assets,Total_Deposits
30270,20230930,CITIZENS SAVINGS BANK,BOGALUSA,LA,SI,286259,245916
30291,20230930,"FIRST FEDERAL BANK LITTLEFIELD, TEXAS",LITTLEFIELD,TX,SI,53219,41886
30303,20230930,MASPETH FEDERAL SAVINGS AND LOAN ASSOCIATION,MASPETH,NY,SB,2115494,1355839
30313,20230930,EAST WISCONSIN SAVINGS BANK,KAUKAUNA,WI,SI,262209,234749
30315,20230930,FIRST FEDERAL SAVINGS BANK OF LINCOLNTON,LINCOLNTON,NC,SB,436839,358566
30332,20230930,ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK),ABBEVILLE,LA,SI,56154,35706
30339,20230930,BEAUREGARD FSB,DERIDDER,LA,SB,77345,65167
30350,20230930,THE BANK OF BENNINGTON,BENNINGTON,VT,SB,558449,447436
30357,20230930,STREATOR HOME SAVINGS BANK,STREATOR,IL,SI,165172,115283
30358,20230930,FIRST SAVINGS AND LOAN ASSOCIATION,MEBANE,NC,SB,60830,46811
30367,20230930,1ST BANK OF SEA ISLE CITY,SEA ISLE CITY,NJ,SI,309843,237115
30387,20230930,FIRSTBANK PUERTO RICO,SANTURCE,PR,NM,18587214,16280717
30388,20230930,GUNNISON SAVINGS AND LOAN ASSOCIATION,GUNNISON,CO,SL,107010,88991
30394,20230930,CARVER FEDERAL SAVINGS BANK,NEW YORK,NY,SB,744429,642215
30395,20230930,TECUMSEH FEDERAL BANK,TECUMSEH,NE,SB,50508,33985
30397,20230930,GEDDES FEDERAL SAVINGS AND LOAN ASSOCIATION,SYRACUSE,NY,SB,633930,433112
30401,20230930,PENN COMMUNITY BANK,DOYLESTOWN,PA,SI,2834497,2145832
30402,20230930,FRANKLIN BANK,PILESGROVE,NJ,SL,322718,299692
30422,20230930,FIRST FEDERAL BANK OF WISCONSIN,WAUKESHA,WI,SB,326675,247163
30428,20230930,CENTURY SAVINGS BANK,VINELAND,NJ,SI,633457,531228
30429,20230930,MASSENA SAVINGS AND LOAN,MASSENA,NY,SB,177921,128527
30431,20230930,SSB BANK,PITTSBURGH,PA,SI,290697,245354
30434,20230930,"MORGANTON SAVINGS BANK, S.S.B.",MORGANTON,NC,SI,114394,75846
30439,20230930,EAGLE.BANK,CINCINNATI,OH,NM,175732,135928
30441,20230930,FIRST FEDERAL BANK OF LOUISIANA,LAKE CHARLES,LA,SB,1112730,989489
30447,20230930,RAYNE BUILDING AND LOAN ASSOCIATION,RAYNE,LA,SL,57439,44014
30470,20230930,MANASQUAN BANK,MANASQUAN,NJ,SI,2889626,2540888
30492,20230930,JACKSON FEDERAL SAVINGS AND LOAN ASSOCIATION,JACKSON,MN,SB,29778,23064
30516,20230930,CROSSBRIDGE COMMUNITY BANK,TOMAHAWK,WI,SI,201775,164687
30519,20230930,FREEHOLD BANK,FREEHOLD,NJ,SB,296249,203905
30530,20230930,LAKE SHORE SAVINGS BANK,DUNKIRK,NY,SB,713017,588601
30544,20230930,MARQUETTE SAVINGS BANK,ERIE,PA,SI,1195418,929748
30551,20230930,WESTMORELAND FEDERAL SAVINGS AND LOAN ASSOCIATION,LATROBE,PA,SB,164332,120963
30585,20230930,MAYVILLE SAVINGS BANK,MAYVILLE,WI,SI,64460,55999
30595,20230930,F&M BANK AND TRUST COMPANY,HANNIBAL,MO,SM,175267,160831
30619,20230930,"ABBEVILLE FIRST BANK, SSB",ABBEVILLE,SC,SI,121234,104830
30637,20230930,GREENVILLE SAVINGS BANK,GREENVILLE,PA,SI,323037,248632
30656,20230930,NORTH COUNTY SAVINGS BANK,RED BUD,IL,SI,65668,59260
30680,20230930,FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION,SALISBURY,MD,SB,336245,281626
30688,20230930,PEOPLES FIRST SAVINGS BANK,MASON,OH,NM,99446,77886
30692,20230930,"BANKPACIFIC, LTD",HAGATNA,GU,NM,184633,138726
30704,20230930,MAGYAR BANK,NEW BRUNSWICK,NJ,SI,906941,764859
30707,20230930,EQUITABLE SAVINGS AND LOAN ASSOCIATION,STERLING,CO,SL,158495,131569
30722,20230930,UNIVERSAL BANK,WEST COVINA,CA,SB,367029,252837
30776,20230930,"PATHWARD, NATIONAL ASSOCIATION",SIOUX FALLS,SD,N,7531157,6590609
30788,20230930,GLACIER BANK,KALISPELL,MT,NM,28045042,20521585
30812,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,PASCAGOULA,MS,SB,356539,225660
30819,20230930,COMMUNITY PARTNERS SAVINGS BANK,SALEM,IL,SI,235820,203354
30836,20230930,TERRITORIAL SAVINGS BANK,HONOLULU,HI,SM,2211164,1681882
30864,20230930,MCHENRY SAVINGS BANK,MCHENRY,IL,SI,330598,271226
30878,20230930,BAR HARBOR SAVINGS AND LOAN ASSOCIATION,BAR HARBOR,ME,SL,104208,73816
30879,20230930,"PROVIDENT SAVINGS BANK, F.S.B.",RIVERSIDE,CA,SB,1313093,944934
30889,20230930,THE PEOPLES SAVINGS AND LOAN COMPANY,WEST LIBERTY,OH,SL,96053,64186
30895,20230930,"FIDELITY BANK, NATIONAL ASSOCIATION",WICHITA,KS,N,3171100,2547619
30943,20230930,MID-CENTRAL NATIONAL BANK,WADENA,MN,N,124106,101439
30953,20230930,"EL DORADO SAVINGS BANK, F.S.B.",PLACERVILLE,CA,SB,2543062,2232984
30969,20230930,FIRST FSB OF MASCOUTAH,MASCOUTAH,IL,SM,177022,150947
30976,20230930,GOUVERNEUR SAVINGS AND LOAN ASSOCIATION,GOUVERNEUR,NY,SL,205593,163825
30987,20230930,SPRATT SAVINGS BANK,CHESTER,SC,SL,145709,115316
30996,20230930,CENLAR FSB,EWING,NJ,SB,985550,608911
31028,20230930,HOMETOWN BANK,REDWOOD FALLS,MN,NM,571070,513279
31043,20230930,INTERSTATE BANK,PERRYTON,TX,NM,252293,241435
31077,20230930,FIRST FEDERAL BANK,DUNN,NC,SB,253807,235078
31083,20230930,JARRETTSVILLE FEDERAL SAVINGS AND LOAN ASSOCIATION,JARRETTSVILLE,MD,SB,146930,129413
31089,20230930,"PICKENS SAVINGS AND LOAN ASSOCIATION, FA",PICKENS,SC,SB,124820,109789
31090,20230930,BLUE GRASS FEDERAL SAVINGS AND LOAN ASSOCIATION,PARIS,KY,SB,52031,33501
31100,20230930,SECURITY FEDERAL BANK,AIKEN,SC,NM,1414727,1213674
31121,20230930,CECIL BANK,ELKTON,MD,SM,228429,198813
31127,20230930,"FIRST FEDERAL BANK, A FSB",TUSCALOOSA,AL,SB,178202,110640
31146,20230930,SECURITY FEDERAL SAVINGS BANK OF MCMINNVILLE,MCMINNVILLE,TN,NM,307131,274768
31158,20230930,FIRST SOUTHERN BANK,COLUMBIA,MS,NM,251298,230641
31184,20230930,CITIZENS SAVINGS BANK,CLARKS SUMMIT,PA,SB,371508,308576
31189,20230930,PONCE BANK,BRONX,NY,SB,2610701,1428837
31197,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,HAZARD,KY,SB,88869,57565
31198,20230930,"GREENEVILLE FEDERAL BANK, FSB",GREENEVILLE,TN,SB,169857,127335
31217,20230930,LIFESTORE BANK,WEST JEFFERSON,NC,SM,406584,360488
31223,20230930,FIRST HARRISON BANK,CORYDON,IN,NM,1138038,1021241
31232,20230930,HIGHLAND FEDERAL SAVINGS AND LOAN ASSOCIATION,CROSSVILLE,TN,SB,77946,60733
31236,20230930,HEARTHSIDE BANK CORPORATION,MIDDLESBORO,KY,NM,498836,444130
31249,20230930,1ST UNITED BANK,FARIBAULT,MN,NM,212726,156576
31266,20230930,"JACKSON SAVINGS BANK, SSB",SYLVA,NC,SI,32895,25622
31267,20230930,HOMEWOOD FEDERAL SAVINGS BANK,BALTIMORE,MD,SB,59973,43405
31272,20230930,COMMUNITY BANK,LEXINGTON,TN,SM,289725,259050
31313,20230930,FIRST FEDERAL BANK,LAKE CITY,FL,SB,3737911,3300657
31329,20230930,WEST PLAINS SAVINGS AND LOAN ASSOCIATION,WEST PLAINS,MO,SL,92277,67355
31345,20230930,"HERTFORD SAVINGS BANK, SSB",HERTFORD,NC,SI,16433,14043
31361,20230930,"COLONIAL SAVINGS, F.A.",FORT WORTH,TX,SB,1105954,666602
31390,20230930,"AXIOM BANK, NATIONAL ASSOCIATION",MAITLAND,FL,N,824400,730043
31406,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL,SAN RAFAEL,CA,SB,227200,173830
31409,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,MOREHEAD,KY,SB,36269,25797
31410,20230930,"1ST FEDERAL SAVINGS BANK OF SC, INC.",WALTERBORO,SC,SL,154140,137603
31461,20230930,HARLEYSVILLE BANK,HARLEYSVILLE,PA,SI,842643,651659
31469,20230930,ORIENTAL BANK,SAN JUAN,PR,NM,10140847,8555018
31479,20230930,FIRST FIDELITY BANK,FORT PAYNE,AL,NM,151462,141323
31485,20230930,EQUITABLE BANK,GRAND ISLAND,NE,SM,492781,427611
31488,20230930,PROGRESSIVE OZARK BANK,SALEM,MO,SM,164479,141326
31516,20230930,FIRST FEDERAL SAVINGS BANK,ROCHESTER,IN,SB,630305,481184
31539,20230930,THE WILMINGTON SAVINGS BANK,WILMINGTON,OH,NM,210167,158070
31545,20230930,CENTRAL BANK,SAVANNAH,TN,NM,135720,122260
31628,20230930,EAST WEST BANK,PASADENA,CA,SM,68154331,52529930
31694,20230930,VOLUNTEER FEDERAL SAVINGS BANK,MADISONVILLE,TN,SI,334300,300192
31711,20230930,RIVERBANK,POCAHONTAS,AR,NM,115859,99159
31723,20230930,"HOME SAVINGS BANK, FSB",LUDLOW,KY,SB,25137,16579
31762,20230930,GREATER STATE BANK,MCALLEN,TX,NM,147926,129898
31774,20230930,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION,BAMBERG,SC,SB,40195,33575
31823,20230930,"INTERAMERICAN BANK, A FSB",MIAMI,FL,SB,262207,225146
31840,20230930,FINANCIAL FEDERAL BANK,MEMPHIS,TN,SM,950455,703483
31864,20230930,"GRAND BANK FOR SAVINGS, FSB",HATTIESBURG,MS,SB,133653,113192
31900,20230930,CBL STATE SAVINGS BANK,GREER,SC,SI,150303,108720
31905,20230930,"CYPRESS BANK, SSB",PITTSBURG,TX,SI,225592,179241
31928,20230930,FIRST SENTINEL BANK,RICHLANDS,VA,SM,394111,352194
31936,20230930,"FAYETTE SAVINGS BANK, SSB",LA GRANGE,TX,SI,424993,383295
31945,20230930,TRUSTCO BANK,GLENVILLE,NY,SB,6053596,5234380
31972,20230930,FIRST WESTERN FEDERAL SAVINGS BANK,RAPID CITY,SD,SB,65735,42440
31994,20230930,SLOVENIAN SAVINGS AND LOAN ASSOCIATION OF FRANKLIN-CONEMAUGH,CONEMAUGH,PA,SB,168747,153243
31999,20230930,MADISON COUNTY BANK,MADISON,NE,SM,594500,461078
32018,20230930,"ANGELINA SAVINGS BANK, SSB",LUFKIN,TX,SI,72929,65655
32025,20230930,UNITED BANK,SPRINGDALE,AR,SM,270374,216171
32082,20230930,"VIKING BANK, NATIONAL ASSOCIATION",ALEXANDRIA,MN,N,276737,232324
32084,20230930,GRAND SAVINGS BANK,GROVE,OK,NM,894368,804671
32135,20230930,"SHELBY SAVINGS BANK, SSB",CENTER,TX,SI,404202,308941
32172,20230930,PACIFIC PREMIER BANK,IRVINE,CA,SM,20273807,16103183
32178,20230930,LUTHER BURBANK SAVINGS,SANTA ROSA,CA,NM,8131112,5799993
32188,20230930,USAA FEDERAL SAVINGS BANK,SAN ANTONIO,TX,SB,109429000,97162000
32203,20230930,SUMMIT STATE BANK,SANTA ROSA,CA,NM,1142174,1030836
32232,20230930,"STERLING BANK AND TRUST, FSB",SOUTHFIELD,MI,SB,2445696,2061855
32242,20230930,"LIBERTY SAVINGS BANK, F.S.B.",WILMINGTON,OH,SB,1262126,888204
32245,20230930,"DOLLAR BANK, FEDERAL SAVINGS BANK",PITTSBURGH,PA,SB,11523913,9154789
32257,20230930,ABACUS FEDERAL SAVINGS BANK,NEW YORK,NY,SB,323172,267307
32277,20230930,EASTERN INTERNATIONAL BANK,LOS ANGELES,CA,NM,112485,91140
32282,20230930,MALAGA BANK F.S.B.,PALOS VERDES PEN,CA,SB,1553174,1003464
32286,20230930,COMMUNITY SAVINGS BANK,BETHEL,OH,NM,87429,69002
32292,20230930,WOODSFIELD SAVINGS BANK,WOODSFIELD,OH,NM,100733,92721
32293,20230930,MIAMI SAVINGS BANK,MIAMITOWN,OH,NM,137642,109813
32296,20230930,UNION SAVINGS BANK,CINCINNATI,OH,SL,3825520,2911189
32306,20230930,NEW FOUNDATION SAVINGS BANK,CINCINNATI,OH,SL,23272,16723
32307,20230930,GALION BUILDING AND LOAN BANK,GALION,OH,NM,77031,61251
32348,20230930,"TAYLORSVILLE SAVINGS BANK, SSB",TAYLORSVILLE,NC,SI,151584,133384
32360,20230930,"EASTERN SAVINGS BANK, FSB",HUNT VALLEY,MD,SB,353347,232008
32363,20230930,"PRESIDENTIAL BANK, FSB",BETHESDA,MD,SB,864711,675510
32441,20230930,"UNITED MIDWEST SAVINGS BANK, NATIONAL ASSOCIATION",DEGRAFF,OH,N,471725,393393
32459,20230930,HOMELAND FEDERAL SAVINGS BANK,COLUMBIA,LA,SB,543437,479016
32489,20230930,HOMESTREET BANK,SEATTLE,WA,NM,9453404,6762034
32526,20230930,"AMERICAN SAVINGS BANK, FSB",HONOLULU,HI,SB,9657428,8271959
32527,20230930,BAYVANGUARD BANK,BALTIMORE,MD,SI,922643,691706
32532,20230930,SOUTH GEORGIA BANK,GLENNVILLE,GA,NM,210768,190733
32541,20230930,"FLAGSTAR BANK, NATIONAL ASSOCIATION",HICKSVILLE,NY,N,111167131,82834286
32551,20230930,"LENDINGCLUB BANK, NATIONAL ASSOCIATION",LEHI,UT,N,8207342,7074717
32574,20230930,BEAL BANK,PLANO,TX,NM,6954994,3232887
32612,20230930,"NATIONAL COOPERATIVE BANK, N.A.",HILLSBORO,OH,N,3449517,2681869
32629,20230930,FIRST SAVINGS BANK,BERESFORD,SD,SB,1364173,1098065
32647,20230930,NORTHWEST BANK,SPENCER,IA,NM,2559457,1955439
32718,20230930,HELM BANK USA,MIAMI,FL,NM,1024654,956421
32773,20230930,EASTERN BANK,BOSTON,MA,NM,21126710,17537383
32779,20230930,BANK OF MARIN,NOVATO,CA,NM,4036176,3455908
32838,20230930,"COMMUNITY FIRST BANK, INC.",WALHALLA,SC,NM,702618,602326
32908,20230930,TUSTIN COMMUNITY BANK,TUSTIN,CA,NM,75319,63259
32912,20230930,WHITAKER BANK,LEXINGTON,KY,SM,1897907,1642385
32941,20230930,WESTSTAR BANK,EL PASO,TX,SM,2977398,2339774
32968,20230930,COMMUNITY BANK AND TRUST - ALABAMA,UNION SPRINGS,AL,NM,47752,48668
32974,20230930,GULF COAST BANK AND TRUST COMPANY,NEW ORLEANS,LA,NM,3034409,2549964
32992,20230930,"MORGAN STANLEY BANK, NATIONAL ASSOCIATION",SALT LAKE CITY,UT,N,207376000,176540000
33005,20230930,FCB BANKS,COLLINSVILLE,IL,NM,2199521,1771719
33009,20230930,COUNTY BANK,REHOBOTH BEACH,DE,NM,580395,499537
33010,20230930,FIRST PEOPLES BANK,PINE MOUNTAIN,GA,NM,286026,253627
33013,20230930,ASIAN PACIFIC NATIONAL BANK,SAN GABRIEL,CA,N,56351,46012
33026,20230930,SURETY BANK,DELAND,FL,NM,188254,171453
33103,20230930,"GATEWAY BANK, F.S.B.",OAKLAND,CA,SB,178782,164285
33111,20230930,COLORADO FEDERAL SAVINGS BANK,GREENWOOD VILLAG,CO,SB,2205196,1306588
33119,20230930,"HERITAGE BANK, INC.",ERLANGER,KY,NM,1594809,1474650
33124,20230930,GOLDMAN SACHS BANK USA,NEW YORK,NY,SM,538127000,361013000
33131,20230930,FIRST FARMERS & MERCHANTS NATIONAL BANK,FAIRMONT,MN,N,136392,113687
33136,20230930,WOODLANDS BANK,WILLIAMSPORT,PA,SM,608402,529705
33183,20230930,SOUND BANKING COMPANY,LAKEWOOD,WA,NM,50747,44470
33188,20230930,SHINHAN BANK AMERICA,NEW YORK,NY,NM,1880167,1614594
33204,20230930,PREMIER BANK MINNESOTA,HASTINGS,MN,NM,646388,555610
33216,20230930,NORTHRIM BANK,ANCHORAGE,AK,NM,2775535,2451017
33306,20230930,CIBC BANK USA,CHICAGO,IL,NM,52342602,41608904
33316,20230930,"ANZ GUAM, INC.",HAGATNA,GU,NM,39014,9436
33380,20230930,ENTERPRISE BANK,OMAHA,NE,SM,462545,361405
33418,20230930,LEDYARD NATIONAL BANK,NORWICH,VT,N,798886,597610
33440,20230930,CITIZENS FIRST BANK,THE VILLAGES,FL,NM,3704723,3208969
33450,20230930,ARBOR BANK,NEBRASKA CITY,NE,NM,585989,514241
33457,20230930,OAK VALLEY COMMUNITY BANK,OAKDALE,CA,SM,1835329,1666709
33470,20230930,TODAY'S BANK,HUNTSVILLE,AR,NM,325844,275879
33492,20230930,CRESCENT BANK,NEW ORLEANS,LA,NM,1474425,1286172
33497,20230930,"CHARLES SCHWAB PREMIER BANK, SSB",WESTLAKE,TX,SM,27620000,20380000
33503,20230930,UNITY BANK,CLINTON,NJ,NM,2550511,1885035
33506,20230930,FIRST NATIONAL BANK OF COFFEE COUNTY,DOUGLAS,GA,N,439180,396294
33539,20230930,PREFERRED BANK,LOS ANGELES,CA,NM,6633086,5684969
33552,20230930,BOONE BANK & TRUST CO.,BOONE,IA,NM,164062,156168
33555,20230930,"SOUTHSTATE BANK, NATIONAL ASSOCIATION",WINTER HAVEN,FL,N,44975911,37050530
33565,20230930,"DESJARDINS BANK, NATIONAL ASSOCIATION",HALLANDALE,FL,N,347271,271783
33568,20230930,UNITED BANK OF PHILADELPHIA,PHILADELPHIA,PA,NM,57198,47966
33645,20230930,LEE BANK,LEE,MA,SI,536598,451287
33646,20230930,THE BANK OF EAST ASIA LTD.,NEW YORK,NY,OI,3745580,3075707
33648,20230930,BANK OF INDIA,NEW YORK,NY,OI,6694813,4679692
33653,20230930,BANK OF CHINA,NEW YORK,NY,OI,39186794,18335776
33656,20230930,METROPOLITAN BANK AND TRUST COMPANY,NEW YORK,NY,OI,35359,8812
33661,20230930,"MIZRAHI TEFAHOT BANK, LTD.",LOS ANGELES,CA,OI,5807757,1779260
33664,20230930,STATE BANK OF INDIA,CHICAGO,IL,OI,2925706,2288702
33681,20230930,BANK OF BARODA,NEW YORK,NY,OI,9996169,7888680
33682,20230930,STATE BANK OF INDIA,NEW YORK,NY,OI,17619486,11968479
33686,20230930,BANK HAPOALIM B.M.,NEW YORK,NY,OI,8885228,5465931
33708,20230930,INTERNATIONAL BANK OF CHICAGO,CHICAGO,IL,NM,1002353,844066
33739,20230930,CITIZENS COMMUNITY BANK,WINCHESTER,TN,NM,301949,265666
33753,20230930,CITIZENS COMMUNITY BANK,MASCOUTAH,IL,NM,490880,368609
33758,20230930,STARION BANK,BISMARCK,ND,NM,1823389,1494785
33761,20230930,VILLAGE BANK,SAINT FRANCIS,MN,NM,399521,381067
33785,20230930,"STIFEL TRUST COMPANY, NATIONAL ASSOCIATION",SAINT LOUIS,MO,N,905027,854898
33794,20230930,FIRST COMMUNITY BANK OF EAST TENNESSEE,ROGERSVILLE,TN,NM,211919,182272
33802,20230930,TIOGA-FRANKLIN SAVINGS BANK,PHILADELPHIA,PA,SI,73392,59529
33803,20230930,"WHEATON BANK & TRUST, NATIONAL ASSOCIATION",WHEATON,IL,N,3118850,2630211
33805,20230930,COMMUNITY BANK OF ELMHURST,ELMHURST,IL,SM,183854,173475
33812,20230930,AMERICAN NATIONAL BANK - FOX CITIES,APPLETON,WI,N,365210,314880
33818,20230930,PRIORITY BANK,FAYETTEVILLE,AR,SB,98076,72789
33823,20230930,CAPITAL COMMUNITY BANK,PROVO,UT,NM,856856,687402
33831,20230930,FDS BANK,MASON,OH,SB,140239,15000
33832,20230930,FIRST COMMUNITY BANK OF THE OZARKS,BRANSON,MO,NM,159624,126126
33849,20230930,"HINSDALE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",HINSDALE,IL,N,4782168,4003004
33851,20230930,THE BANK OF MILAN,MILAN,TN,NM,97810,90938
33855,20230930,CREDIT FIRST NATIONAL ASSOCIATION,BROOK PARK,OH,N,37246,500
33859,20230930,CATSKILL HUDSON BANK,MONTICELLO,NY,NM,592956,549853
33860,20230930,THE NATIONAL BANK OF INDIANAPOLIS,INDIANAPOLIS,IN,N,2742524,2475282
33867,20230930,QUAD CITY BANK AND TRUST COMPANY,BETTENDORF,IA,SM,2414261,1973989
33880,20230930,WISCONSIN RIVER BANK,SAUK CITY,WI,NM,169201,141738
33893,20230930,RAYMOND JAMES BANK,SAINT PETERSBURG,FL,SM,42021835,38378750
33905,20230930,HERITAGE BANK OF COMMERCE,SAN JOSE,CA,SM,5402837,4595136
33922,20230930,FRONTIER BANK,SIOUX FALLS,SD,SB,320617,278211
33926,20230930,CHARLEVOIX STATE BANK,CHARLEVOIX,MI,NM,287172,259962
33928,20230930,"PATRIOT BANK, NATIONAL ASSOCIATION",STAMFORD,CT,N,1136484,840142
33935,20230930,"WINTRUST BANK, NATIONAL ASSOCIATION",CHICAGO,IL,N,9429273,8104024
33947,20230930,"TD BANK USA, NATIONAL ASSOCIATION",WILMINGTON,DE,N,35606754,30783484
33959,20230930,"NATBANK, NATIONAL ASSOCIATION",HOLLYWOOD,FL,N,218154,165058
34010,20230930,EVERTRUST BANK,CITY OF INDUSTRY,CA,NM,887197,637383
34011,20230930,"VILLAGE BANK AND TRUST, NATIONAL ASSOCIATION",ARLINGTON HEIGHT,IL,N,2620012,2168478
34014,20230930,TEXAS NATIONAL BANK,SWEETWATER,TX,N,164163,130469
34020,20230930,COMMUNITY BANK,TOPEKA,KS,SM,161280,136571
34023,20230930,TNBANK,OAK RIDGE,TN,NM,289755,255620
34038,20230930,TIME BANK,PARK RIDGE,IL,NM,469592,375322
34040,20230930,FIRST AMERICAN STATE BANK,GREENWOOD VILLAG,CO,SM,289811,242124
34047,20230930,FIRST COMMUNITY BANK,LEXINGTON,SC,NM,1795538,1499119
34052,20230930,BAY BANK,GREEN BAY,WI,NM,236920,214513
34058,20230930,LUSITANIA SAVINGS BANK,NEWARK,NJ,SI,379833,321574
34068,20230930,THOMASVILLE NATIONAL BANK,THOMASVILLE,GA,N,1575881,1353880
34069,20230930,"WILMINGTON TRUST, NATIONAL ASSOCIATION",WILMINGTON,DE,N,671581,8675
34073,20230930,"LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",LIBERTYVILLE,IL,N,2592184,2189624
34074,20230930,CAPITOL BANK,MADISON,WI,NM,560578,483381
34102,20230930,"SUMMIT COMMUNITY BANK, INC",MOOREFIELD,WV,NM,4576543,3764631
34108,20230930,PAN AMERICAN BANK & TRUST,MELROSE PARK,IL,NM,487837,436416
34120,20230930,BANK OF ANN ARBOR,ANN ARBOR,MI,NM,3078389,2580266
34138,20230930,GREATER COMMUNITY BANK,ROME,GA,NM,322252,266905
34146,20230930,PEOPLE'S BANK OF SENECA,SENECA,MO,NM,408558,344935
34147,20230930,BANK RHODE ISLAND,PROVIDENCE,RI,SM,3208737,2543808
34148,20230930,BANK OF STAR VALLEY,AFTON,WY,SM,382703,330514
34150,20230930,FIRST UNITED BANK AND TRUST COMPANY,MADISONVILLE,KY,NM,521827,488538
34160,20230930,COMMUNITY BANKING COMPANY OF FITZGERALD,FITZGERALD,GA,NM,249058,218262
34162,20230930,WEST POINTE BANK,OSHKOSH,WI,NM,342916,235067
34171,20230930,ONB BANK,ROCHESTER,MN,NM,230421,169672
34193,20230930,APPLIED BANK,WILMINGTON,DE,NM,207017,159536
34207,20230930,GREAT PLAINS NATIONAL BANK,ELK CITY,OK,N,1610529,1427530
34210,20230930,COMMUNITY BANK OF THE BAY,OAKLAND,CA,NM,1065505,721882
34211,20230930,PLATTE VALLEY BANK,SCOTTSBLUFF,NE,SM,1096652,900272
34217,20230930,THE FIRST BANK,HATTIESBURG,MS,SM,7875159,6494825
34221,20230930,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",PURCHASE,NY,N,198523000,180073000
34229,20230930,THE CITIZENS BANK OF GEORGIA,CUMMING,GA,NM,522911,484286
34233,20230930,MARINE BANK & TRUST COMPANY,VERO BEACH,FL,NM,638845,578796
34240,20230930,WOLF RIVER COMMUNITY BANK,HORTONVILLE,WI,NM,281113,247573
34252,20230930,PACIFIC COAST BANKERS' BANK,WALNUT CREEK,CA,SM,1434556,512631
34254,20230930,"PLANTERS BANK, INC.",HOPKINSVILLE,KY,NM,1691450,1416616
34259,20230930,CROWN BANK,ELIZABETH,NJ,NM,559106,385859
34294,20230930,CFG BANK,LUTHERVILLE,MD,NM,5035449,4411561
34313,20230930,EAGLEMARK SAVINGS BANK,RENO,NV,NM,609975,481575
34319,20230930,SOUTHWESTERN NATIONAL BANK,HOUSTON,TX,N,1021571,892458
34331,20230930,DSRM NATIONAL BANK,ALBUQUERQUE,NM,N,4094,500
34334,20230930,AMERICAN METRO BANK,CHICAGO,IL,NM,85486,65962
34351,20230930,USAA SAVINGS BANK,LAS VEGAS,NV,NM,2423579,154769
34352,20230930,"CITY FIRST BANK, NATIONAL ASSOCIATION",WASHINGTON,DC,N,1241035,752426
34363,20230930,CORE BANK,OMAHA,NE,NM,1046258,934561
34383,20230930,TEXAS CAPITAL BANK,DALLAS,TX,NM,29583149,24234087
34384,20230930,PREMIER BANK,ROCK VALLEY,IA,NM,573377,490550
34386,20230930,SPRING VALLEY BANK,WYOMING,OH,NM,90211,53963
34393,20230930,1ST EQUITY BANK,SKOKIE,IL,NM,125859,97606
34394,20230930,SECURITY NATIONAL BANK OF SOUTH DAKOTA,DAKOTA DUNES,SD,N,220643,172747
34395,20230930,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",BARRINGTON,IL,N,3847611,2973663
34401,20230930,FORTIS BANK,DENVER,CO,NM,1316118,1071007
34403,20230930,COASTAL COMMUNITY BANK,EVERETT,WA,SM,3674721,3296191
34404,20230930,WEBBANK,SALT LAKE CITY,UT,NM,2523152,2099517
34407,20230930,NORTHSTAR BANK,ESTHERVILLE,IA,NM,211519,178035
34409,20230930,THE BANK,JENNINGS,LA,NM,424817,338238
34415,20230930,FIRST COMMAND BANK,FORT WORTH,TX,SB,1138881,950831
34416,20230930,NORTHSIDE COMMUNITY BANK,GURNEE,IL,SM,267046,207702
34422,20230930,AMERICAN BANK,ALLENTOWN,PA,SM,883625,664100
34441,20230930,STATE BANK,GREEN RIVER,WY,NM,53114,44295
34444,20230930,CUSTOMERS BANK,MALVERN,PA,SM,21849415,18330852
34455,20230930,FIRST NATIONAL BANK,ROTAN,TX,N,94283,83043
34456,20230930,"KEYSTONE BANK, SSB",AUSTIN,TX,SI,822249,723824
34457,20230930,THE BANK OF JACKSON,JACKSON,TN,SM,221881,187976
34460,20230930,MILLENNIAL BANK,LEEDS,AL,NM,150612,139087
34478,20230930,CEDAR HILL NATIONAL BANK,CHARLOTTE,NC,N,14697,2000
34488,20230930,HIAWATHA BANK AND TRUST COMPANY,HIAWATHA,IA,NM,142953,121711
34489,20230930,EDISON NATIONAL BANK,FORT MYERS,FL,N,452643,398450
34496,20230930,FIRST COMMERCIAL BANK (USA),ALHAMBRA,CA,NM,848233,588552
34507,20230930,PRINCIPAL BANK,DES MOINES,IA,SB,7911701,7549142
34517,20230930,PEOPLES BANK OF EAST TENNESSEE,MADISONVILLE,TN,NM,359691,325447
34519,20230930,MERRICK BANK,SOUTH JORDAN,UT,NM,5578808,4322891
