Cert,Report_Period,Institution_Name,City,State,Class,Total_Assets,Total_Deposits
17903,20230930,MAQUOKETA STATE BANK,MAQUOKETA,IA,SM,394084,305842
17906,20230930,AMERICAN BANK & TRUST COMPANY,OPELOUSAS,LA,NM,229747,200028
17910,20230930,MORRIS BANK,DUBLIN,GA,NM,1405993,1199171
17913,20230930,FIRST NATIONAL BANK OF FORT STOCKTON,FORT STOCKTON,TX,N,138051,123002
17922,20230930,STRASBURG STATE BANK,STRASBURG,ND,NM,90455,80904
17927,20230930,VINTAGE BANK KANSAS,LEON,KS,NM,231423,182923
17933,20230930,BLUE RIDGE BANK AND TRUST CO.,INDEPENDENCE,MO,NM,785745,684939
17937,20230930,FRANKLIN BANK & TRUST COMPANY,FRANKLIN,KY,NM,773498,646673
17943,20230930,LIBERTY BANK,MIDDLETOWN,CT,SI,7436950,5877447
17950,20230930,FIRST STATE BANK,CLUTE,TX,NM,337877,307475
17951,20230930,FRANKLIN SAVINGS BANK,FRANKLIN,NH,SI,774390,686785
17959,20230930,THE DOLORES STATE BANK,DOLORES,CO,NM,372818,323120
17960,20230930,MERRIMACK COUNTY SAVINGS BANK,CONCORD,NH,SI,1360683,1035461
17964,20230930,STATE BANK OF SOUTHERN UTAH,CEDAR CITY,UT,NM,2333970,1925703
17975,20230930,THE COMMERCIAL BANK OF OZARK,OZARK,AL,NM,108354,105164
17979,20230930,CASTROVILLE STATE BANK,CASTROVILLE,TX,NM,260312,233539
17982,20230930,THE WALTON STATE BANK,WALTON,KS,NM,14044,11118
17985,20230930,FIRST HAWAIIAN BANK,HONOLULU,HI,NM,24913054,19614015
17993,20230930,KEYSTONE SAVINGS BANK,MARENGO,IA,NM,184773,167337
17995,20230930,BANK OF GREELEY,GREELEY,KS,NM,45115,38946
18012,20230930,BANK OF NEW HAMPSHIRE,LACONIA,NH,SM,2450354,2087557
18013,20230930,MASCOMA BANK,LEBANON,NH,SM,2857828,2426366
18019,20230930,PATRIOTS BANK,GARNETT,KS,NM,234024,199693
18028,20230930,SUGAR RIVER BANK,NEWPORT,NH,SI,381526,312777
18030,20230930,SAVINGS BANK OF WALPOLE,WALPOLE,NH,SI,734470,660381
18031,20230930,WOODSVILLE GUARANTY SAVINGS BANK,WOODSVILLE,NH,SI,671966,568415
18033,20230930,SECURITY BANK OF THE OZARKS,EMINENCE,MO,NM,142880,135359
18038,20230930,CLAREMONT SAVINGS BANK,CLAREMONT,NH,SI,555533,444746
18053,20230930,BANK OF HAWAII,HONOLULU,HI,SM,23520708,19618127
18059,20230930,THE BANK OF COMMERCE,AMMON,ID,NM,1969371,1656773
18063,20230930,COREBANK,WAYNOKA,OK,NM,96150,85569
18071,20230930,THE WATKINS SAVINGS BANK,WATKINS,IA,NM,75741,67242
18094,20230930,MARQUETTE FARMERS STATE BANK OF MARQUETTE,MARQUETTE,KS,NM,31639,26674
18100,20230930,COREFIRST BANK & TRUST,TOPEKA,KS,NM,1246421,969930
18101,20230930,"THE FARMERS STATE BANK OF BUCKLIN, KANSAS",BUCKLIN,KS,NM,59121,53179
18109,20230930,TRICENTURY BANK,DE SOTO,KS,NM,144000,79080
18118,20230930,BANK OF THE PLAINS,PLAINS,KS,NM,409541,351788
18120,20230930,"THE FARMERS STATE BANK OF ALICEVILLE, KANSAS",WESTPHALIA,KS,NM,172617,141326
18129,20230930,BANKNEWPORT,NEWPORT,RI,SM,2631497,2127798
18132,20230930,PEARLAND STATE BANK,PEARLAND,TX,NM,187821,183742
18136,20230930,FIRST NATIONAL BANK OF WAUCHULA,WAUCHULA,FL,N,85989,73698
18143,20230930,OCONEE STATE BANK,WATKINSVILLE,GA,NM,579280,509927
18145,20230930,STATE BANK OF EAGLE BUTTE,EAGLE BUTTE,SD,NM,78762,72659
18150,20230930,FIRST NATIONAL BANK OF JASPER,JASPER,TX,N,289276,250845
18155,20230930,BRIDGE CITY STATE BANK,BRIDGE CITY,TX,NM,203717,188204
18164,20230930,GARFIELD COUNTY BANK,JORDAN,MT,NM,89986,72544
18165,20230930,THE STOCKGROWERS STATE BANK,MAPLE HILL,KS,NM,105161,73906
18171,20230930,BANK OF O'FALLON,O'FALLON,IL,NM,349622,303002
18185,20230930,COMMUNITY NATIONAL BANK & TRUST OF TEXAS,CORSICANA,TX,N,1225119,1034227
18190,20230930,UNION SAVINGS BANK,DANBURY,CT,SI,3073098,2159662
18194,20230930,THE GUILFORD SAVINGS BANK,GUILFORD,CT,SI,1082661,896118
18198,20230930,ION BANK,NAUGATUCK,CT,SI,2180018,1735615
18199,20230930,NEWTOWN SAVINGS BANK,NEWTOWN,CT,SI,1845421,1522630
18200,20230930,DIME BANK,NORWICH,CT,SI,1147006,911531
18204,20230930,FIRST COUNTY BANK,STAMFORD,CT,SI,2137726,1587292
18213,20230930,FAIRFIELD COUNTY BANK,RIDGEFIELD,CT,SI,1918214,1559510
18216,20230930,TEJAS BANK,MONAHANS,TX,NM,214091,192500
18221,20230930,"WEBSTER BANK, NATIONAL ASSOCIATION",STAMFORD,CT,N,73062644,60718804
18227,20230930,STAFFORD SAVINGS BANK,STAFFORD SPRINGS,CT,SI,376719,183459
18229,20230930,NORTHWEST COMMUNITY BANK,WINSTED,CT,SI,1074449,969335
18237,20230930,JEWETT CITY SAVINGS BANK,JEWETT CITY,CT,SI,406033,335258
18238,20230930,CHELSEA GROTON BANK,GROTON,CT,SI,1613186,1294606
18258,20230930,THOMASTON SAVINGS BANK,THOMASTON,CT,SI,1756326,1552947
18266,20230930,NORTHERN BANK & TRUST COMPANY,WOBURN,MA,NM,2943673,2437984
18272,20230930,COMMUNITY STATE BANK,ANKENY,IA,SM,1397083,1132723
18282,20230930,FIRST NATIONAL BANK OF ALVIN,ALVIN,TX,N,146342,142218
18284,20230930,FARMERS SAVINGS BANK,FOSTORIA,IA,NM,186770,148514
18296,20230930,HAWAII NATIONAL BANK,HONOLULU,HI,N,784221,710171
18297,20230930,SOUTHSIDE BANK,TYLER,TX,NM,7968093,6363450
18301,20230930,FIRST STATE BANK,SHALLOWATER,TX,NM,128704,106065
18302,20230930,POWELL STATE BANK,POWELL,TX,NM,33079,28913
18342,20230930,BOSTON TRUST WALDEN COMPANY,BOSTON,MA,NM,85918,500
18344,20230930,UBANK,HUNTINGTON,TX,NM,631527,533136
18355,20230930,NORTH DALLAS BANK & TRUST CO.,DALLAS,TX,NM,1728752,1468335
18356,20230930,CITIZENS STATE BANK,SHELDON,IA,NM,180715,148062
18361,20230930,COULEE BANK,LA CROSSE,WI,NM,555075,455791
18374,20230930,SECURITY STATE BANK,SCOTT CITY,KS,NM,467566,306571
18378,20230930,SECURITY STATE BANK OF WANAMINGO,WANAMINGO,MN,NM,85432,73089
18380,20230930,FIRST INDEPENDENT BANK,AURORA,MO,NM,126398,115287
18384,20230930,NORTHEAST SECURITY BANK,SUMNER,IA,NM,425844,356797
18385,20230930,REGIONAL MISSOURI BANK,MARCELINE,MO,NM,496553,446302
18389,20230930,WESTERN COMMERCE BANK,CARLSBAD,NM,NM,759556,690269
18394,20230930,FARMERS SAVINGS BANK,MARSHALLTOWN,IA,NM,144989,117479
18400,20230930,IOWA TRUST & SAVINGS BANK,EMMETSBURG,IA,NM,488346,359971
18402,20230930,BLACKHAWK BANK & TRUST,MILAN,IL,NM,1831969,1257833
18408,20230930,BANGOR SAVINGS BANK,BANGOR,ME,SI,7253561,5526161
18409,20230930,"TD BANK, NATIONAL ASSOCIATION",WILMINGTON,DE,N,366251931,304494312
18429,20230930,MORTON COMMUNITY BANK,MORTON,IL,NM,5467281,4701718
18431,20230930,FIRST BANK KANSAS,SALINA,KS,NM,544618,504265
18443,20230930,CUSB BANK,CRESCO,IA,SM,712616,604906
18448,20230930,SECURITY STATE BANK,RADCLIFFE,IA,NM,108091,92382
18454,20230930,ZAPATA NATIONAL BANK,ZAPATA,TX,N,87666,76346
18463,20230930,HERITAGE BANK,MARION,IA,NM,42259,36388
18474,20230930,FIRST KANSAS BANK,HOISINGTON,KS,NM,258555,241773
18483,20230930,ANDES STATE BANK,LAKE ANDES,SD,NM,25528,22624
18489,20230930,ADAMS BANK & TRUST,OGALLALA,NE,SM,1412028,1158605
18503,20230930,CATHAY BANK,LOS ANGELES,CA,NM,22824784,19492498
18508,20230930,FIRST SECURITY STATE BANK,EVANSDALE,IA,NM,96007,84560
18514,20230930,FIRST NEW MEXICO BANK,DEMING,NM,NM,256277,217789
18518,20230930,WESTSIDE STATE BANK,WESTSIDE,IA,NM,187240,151753
18519,20230930,FIRST SERVICE BANK,GREENBRIER,AR,NM,637026,545953
18561,20230930,"SUNRISE BANKS, NATIONAL ASSOCIATION",SAINT PAUL,MN,N,2243775,2049546
18564,20230930,FIRST NATIONAL BANK OF BROOKFIELD,BROOKFIELD,IL,N,356359,263997
18566,20230930,PEOPLES BANK OF KANKAKEE COUNTY,BOURBONNAIS,IL,NM,322962,277940
18568,20230930,COMMUNITY BANK OF EASTON,EASTON,IL,NM,38370,28406
18569,20230930,PEOPLES STATE BANK,WAUSAU,WI,NM,1436965,1185069
18576,20230930,BANK OF TEXAS,MIDLAND,TX,SM,537500,418236
18584,20230930,COMMERCIAL BANK,ITHACA,MI,NM,587266,516376
18592,20230930,FIRST BANK OF OWASSO,OWASSO,OK,NM,528589,454202
18600,20230930,SUNSOUTH BANK,DOTHAN,AL,NM,114876,93792
18609,20230930,AMERICAN BANK OF COMMERCE,WOLFFORTH,TX,NM,1471726,1304601
18610,20230930,THE UNION STATE BANK OF EVEREST,EVEREST,KS,SM,414549,356345
18618,20230930,MANUFACTURERS BANK,LOS ANGELES,CA,NM,4735197,3730018
18620,20230930,CITIZENS BANK & TRUST CO. OF JACKSON,JACKSON,KY,NM,199099,177197
18641,20230930,FIRST BANK AND TRUST COMPANY OF ILLINOIS,PALATINE,IL,NM,207772,175898
18660,20230930,CHARTER BANK,CORPUS CHRISTI,TX,NM,316892,254553
18677,20230930,THE SECURITY STATE BANK,WINTERS,TX,NM,120349,89660
18698,20230930,TEXAS STATE BANK,SAN ANGELO,TX,NM,386029,323764
18710,20230930,NORTH VALLEY BANK,THORNTON,CO,NM,251832,212736
18714,20230930,FIRSTBANK,LAKEWOOD,CO,SM,28185604,24468742
18719,20230930,GRAND TIMBER BANK,MCGREGOR,MN,NM,58872,46533
18724,20230930,CITIZENS STATE BANK,CARLETON,NE,NM,29538,20953
18734,20230930,"NEWTEK BANK, NATIONAL ASSOCIATION",MIAMI,FL,N,575192,444298
18740,20230930,HEARTLAND BANK,GENEVA,NE,NM,807381,629300
18748,20230930,BRUNING BANK,BRUNING,NE,NM,593580,464514
18761,20230930,FOUNDATION ONE BANK,WATERLOO,NE,NM,173286,140065
18780,20230930,SUNDOWN STATE BANK,SUNDOWN,TX,NM,271108,244701
18820,20230930,CEDAR RAPIDS STATE BANK,CEDAR RAPIDS,NE,NM,137282,119563
18838,20230930,EXCHANGE STATE BANK,ADAIR,IA,SM,37865,28144
18841,20230930,PHELPS COUNTY BANK,ROLLA,MO,NM,476233,418719
18856,20230930,OKLAHOMA CAPITAL BANK,TULSA,OK,SM,140824,108321
18858,20230930,THE HOCKING VALLEY BANK,ATHENS,OH,SM,333025,300839
18879,20230930,KENNETT TRUST BANK,KENNETT,MO,NM,136311,116300
18880,20230930,FIRST NATIONAL BANK OF GILLETTE,GILLETTE,WY,N,575146,533345
18885,20230930,NEIGHBORHOOD NATIONAL BANK,MORA,MN,N,302777,265834
18889,20230930,COMMUNITY BANK OF TRENTON,TRENTON,IL,NM,121843,106413
18892,20230930,KRESS NATIONAL BANK,KRESS,TX,N,53575,48739
18895,20230930,FIRST NATIONAL BANK OF LAKE JACKSON,LAKE JACKSON,TX,N,203611,182431
18922,20230930,TRI CITY NATIONAL BANK,OAK CREEK,WI,N,1988316,1695366
18924,20230930,OLD GLORY BANK,ELMORE CITY,OK,NM,87997,76041
18930,20230930,BANK OF BELLE GLADE,BELLE GLADE,FL,NM,120961,112159
18937,20230930,ST. MARTIN NATIONAL BANK,SAINT MARTIN,MN,N,29488,25567
18942,20230930,"THE BANK OF SAN JACINTO COUNTY, COLDSPRING, TEXAS",COLDSPRING,TX,NM,45810,41279
18983,20230930,RIVER CITY BANK,SACRAMENTO,CA,NM,4923610,4227637
19001,20230930,FIRST MIDWEST BANK OF DEXTER,DEXTER,MO,NM,508626,456859
19008,20230930,PARKWAY BANK AND TRUST COMPANY,HARWOOD HEIGHTS,IL,NM,3421662,2648180
19011,20230930,LEGACY BANK,GRUNDY,VA,SM,315419,260162
19024,20230930,COMMERCIAL NATIONAL BANK OF TEXARKANA,TEXARKANA,TX,N,303782,282686
19070,20230930,FIRST NATIONAL BANK OF CLARKSDALE,CLARKSDALE,MS,N,389307,327002
19080,20230930,INWOOD NATIONAL BANK,DALLAS,TX,N,4336686,3502085
19087,20230930,BANK OF LINDSAY,LINDSAY,NE,NM,91885,61709
19101,20230930,HARFORD BANK,ABERDEEN,MD,NM,653938,550564
19105,20230930,PEOPLES BANK OF MACON,MACON,IL,NM,27111,23340
19123,20230930,FIRST WESTERN BANK & TRUST,MINOT,ND,SM,2115548,1767118
19143,20230930,UNITED COMMUNITY BANK,RACELAND,LA,NM,663975,559187
19163,20230930,FIRST STATE BANK,WRENS,GA,NM,398906,356244
19184,20230930,HILLTOP NATIONAL BANK,CASPER,WY,N,1013629,963531
19188,20230930,FIRST MINNETONKA CITY BANK,MINNETONKA,MN,NM,255108,235620
19212,20230930,FIRST MIDWEST BANK OF THE OZARKS,POPLAR BLUFF,MO,NM,728685,619710
19213,20230930,SECURITY NATIONAL BANK OF OMAHA,OMAHA,NE,N,1476929,1195106
19215,20230930,BENCHMARK BANK,PLANO,TX,NM,1067187,944998
19220,20230930,ANB BANK,DENVER,CO,SM,3192306,2657845
19222,20230930,FREMONT BANK,FREMONT,CA,NM,5682292,5088326
19226,20230930,FIRST AMERICAN NATIONAL BANK,IUKA,MS,N,378164,356910
19230,20230930,COMMUNITY NATIONAL BANK IN MONMOUTH,MONMOUTH,IL,N,57021,51517
19234,20230930,AMERICAN BANK,COVINGTON,LA,NM,281077,250013
19254,20230930,HERITAGE BANK NATIONAL ASSOCIATION,SPICER,MN,N,555703,440579
19274,20230930,BANNER CAPITAL BANK,HARRISBURG,NE,NM,321625,284847
19278,20230930,CARMINE STATE BANK,CARMINE,TX,NM,114951,111008
19285,20230930,LOGAN BANK & TRUST COMPANY,LOGAN,WV,NM,334329,319389
19288,20230930,FIRSTAR BANK,SALLISAW,OK,NM,926907,828733
19300,20230930,AMERICAN NATIONAL BANK,OMAHA,NE,N,4877141,4136849
19333,20230930,REPUBLIC BANK OF CHICAGO,OAK BROOK,IL,NM,2672650,2249833
19349,20230930,FIRST MISSOURI BANK OF SEMO,KENNETT,MO,NM,214362,191222
19351,20230930,BANK OF ESTES PARK,ESTES PARK,CO,NM,150039,137185
19354,20230930,HODGE BANK & TRUST COMPANY,HODGE,LA,NM,94124,78821
19358,20230930,ROUND TOP STATE BANK,ROUND TOP,TX,NM,850357,782925
19371,20230930,RELYANCE BANK,WHITE HALL,AR,SM,1282851,1081248
19381,20230930,PARK STATE BANK & TRUST,WOODLAND PARK,CO,NM,128039,115002
19396,20230930,UNISON BANK,JAMESTOWN,ND,NM,580594,494784
19401,20230930,CAPITAL BANK,JACINTO CITY,TX,NM,573779,501391
19416,20230930,CTBC BANK CORP. (USA),LOS ANGELES,CA,NM,5199555,4485035
19420,20230930,CITIZENS BANK OF THE SOUTH,SANDERSVILLE,GA,NM,305396,267453
19434,20230930,BAC COMMUNITY BANK,STOCKTON,CA,NM,838492,733279
19440,20230930,FIRST FINANCIAL BANK,BESSEMER,AL,NM,212246,212586
19448,20230930,BNA BANK,NEW ALBANY,MS,NM,780115,679438
19459,20230930,UNITED COMMUNITY BANK,CHATHAM,IL,NM,3431357,2927244
19482,20230930,CONSUMERS NATIONAL BANK,MINERVA,OH,N,1057718,961422
19502,20230930,FIRST NATIONAL BANK OF TENNESSEE,LIVINGSTON,TN,N,1268048,1119784
19506,20230930,BANK OF SPRINGFIELD,SPRINGFIELD,IL,NM,1525393,1299109
19512,20230930,ROYAL BANKS OF MISSOURI,UNIVERSITY CITY,MO,NM,1009337,868115
19525,20230930,MT. MCKINLEY BANK,FAIRBANKS,AK,SI,630576,539437
19531,20230930,MACHIAS SAVINGS BANK,MACHIAS,ME,SI,2461701,2036756
19532,20230930,SKOWHEGAN SAVINGS BANK,SKOWHEGAN,ME,SI,816575,712795
19540,20230930,PIONEER BANK,SERGEANT BLUFF,IA,NM,247345,219134
19544,20230930,MADISON VALLEY BANK,ENNIS,MT,NM,262129,241052
19559,20230930,TEXASBANK,BROWNWOOD,TX,NM,2114496,1652389
19573,20230930,LAKESIDE BANK,CHICAGO,IL,NM,2559362,2116606
19581,20230930,BELL BANK,FARGO,ND,NM,13838676,12089523
19589,20230930,NORTHERN STATE BANK OF VIRGINIA,VIRGINIA,MN,NM,101291,89194
19590,20230930,ALTAMAHA BANK & TRUST COMPANY,VIDALIA,GA,NM,281159,262129
19595,20230930,THE COMMERCIAL BANK,MASON,TX,NM,103620,93905
19600,20230930,"ACADEMY BANK, NATIONAL ASSOCIATION",KANSAS CITY,MO,N,2506566,2045763
19603,20230930,"HOMETOWN BANK, NATIONAL ASSOCIATION",GALVESTON,TX,N,903411,797323
19608,20230930,THE PARK BANK,MADISON,WI,NM,1457287,1145000
19629,20230930,INTERNATIONAL BANK OF COMMERCE,LAREDO,TX,NM,8886938,6334238
19638,20230930,"GUARANTY BANK & TRUST COMPANY OF DELHI, LOUISIANA",DELHI,LA,NM,386628,323027
19644,20230930,FIDELITY BANK,WEST MEMPHIS,AR,SM,542119,488999
19674,20230930,THE CITIZENS BANK OF WESTON,WESTON,WV,NM,257505,210490
19679,20230930,CITIZENS BANK OF ADA,ADA,OK,NM,287211,245749
19680,20230930,THE SECURITY STATE BANK,MCRAE,GA,NM,55910,48492
19681,20230930,COMMUNITY BANK OF PARKERSBURG,PARKERSBURG,WV,NM,309744,246606
19687,20230930,GARDEN PLAIN STATE BANK,WICHITA,KS,NM,139208,121322
19689,20230930,STATE BANK OF WHITTINGTON,BENTON,IL,NM,175782,158972
19690,20230930,NORTHEAST BANK,PORTLAND,ME,NM,2876461,1996495
19700,20230930,VALUEBANK TEXAS,CORPUS CHRISTI,TX,NM,292014,255755
19716,20230930,FIRST CENTRAL STATE BANK,DEWITT,IA,NM,676136,533455
19720,20230930,FARMERS STATE BANK,DUBLIN,GA,NM,143742,127376
19742,20230930,"FIRST WESTROADS BANK, INC.",OMAHA,NE,SM,327605,276567
19744,20230930,"CITIZENS BANK & TRUST COMPANY OF VIVIAN, LOUISIANA",VIVIAN,LA,NM,161759,140497
19749,20230930,COMMUNITY STATE BANK,COFFEYVILLE,KS,NM,176667,158883
19755,20230930,SOUTH LAFOURCHE BANK & TRUST COMPANY,LAROSE,LA,NM,168392,134270
19772,20230930,INCREDIBLEBANK,WAUSAU,WI,NM,1901010,1681446
19774,20230930,KAHOKA STATE BANK,KAHOKA,MO,NM,60619,54561
19788,20230930,PEOPLES BANK,LUBBOCK,TX,SM,1013687,931813
19795,20230930,ABBYBANK,ABBOTSFORD,WI,NM,632307,545671
19796,20230930,MIDLAND COMMUNITY BANK,KINCAID,IL,NM,71458,63107
19800,20230930,PLAQUEMINE BANK & TRUST COMPANY,PLAQUEMINE,LA,NM,194900,172349
19809,20230930,THE HERSHEY STATE BANK,HERSHEY,NE,NM,102047,80101
19819,20230930,SOUTHEAST FIRST NATIONAL BANK,SUMMERVILLE,GA,N,62820,55105
19827,20230930,"PIONEER TRUST BANK, NATIONAL ASSOCIATION",SALEM,OR,N,739016,647540
19836,20230930,FRANKLIN SAVINGS BANK,FARMINGTON,ME,SM,636045,487132
19850,20230930,WEST GATE BANK,LINCOLN,NE,NM,1241151,1087876
19899,20230930,KS STATEBANK,MANHATTAN,KS,NM,2429478,2042523
19904,20230930,CENTINEL BANK OF TAOS,TAOS,NM,NM,404977,385113
19953,20230930,LAKELAND BANK,NEWFOUNDLAND,NJ,NM,11168588,8650218
19977,20230930,ISRAEL DISCOUNT BANK OF NEW YORK,NEW YORK,NY,NM,12442993,10326550
19978,20230930,THE PENNSVILLE NATIONAL BANK,PENNSVILLE,NJ,N,277933,261746
20015,20230930,BESSEMER TRUST COMPANY,WOODBRIDGE,NJ,NM,665862,538634
20026,20230930,EASTERN NATIONAL BANK,MIAMI,FL,N,199966,176529
20040,20230930,MERCHANTS AND MANUFACTURERS BANK,JOLIET,IL,NM,473109,398856
20093,20230930,ALL AMERICA BANK,OKLAHOMA CITY,OK,NM,606774,545961
20099,20230930,TEXAS EXCHANGE BANK,CROWLEY,TX,NM,2735457,2304299
20100,20230930,TOWER COMMUNITY BANK,JASPER,TN,NM,377390,320473
20130,20230930,BANKFIRST,NORFOLK,NE,NM,1075423,634232
20156,20230930,KIRKPATRICK BANK,EDMOND,OK,NM,974543,868120
20161,20230930,CITIZENS BANK OF LAS CRUCES,LAS CRUCES,NM,NM,1014906,851900
20162,20230930,ASCENT BANK,HELENA,MT,NM,89104,79634
20164,20230930,SUNWEST BANK,SANDY,UT,NM,2974731,2491100
20179,20230930,FIRST INDEPENDENCE BANK,DETROIT,MI,NM,601775,478884
20198,20230930,SOUTH GEORGIA BANKING COMPANY,OMEGA,GA,NM,583995,515170
20215,20230930,"BCBANK, INC.",PHILIPPI,WV,NM,210070,182143
20231,20230930,PINNACLE BANK,FORT WORTH,TX,NM,2588332,2255026
20234,20230930,CITY NATIONAL BANK OF FLORIDA,MIAMI,FL,N,26039410,21482170
20239,20230930,BANK OF CADIZ AND TRUST COMPANY,CADIZ,KY,SM,139517,140364
20241,20230930,"AMERICAN BANK, NATIONAL ASSOCIATION",CORPUS CHRISTI,TX,N,2464901,2151467
20268,20230930,SCALE BANK,EDINA,MN,NM,557105,443050
20279,20230930,THE COMMUNITY STATE BANK,POTEAU,OK,SM,326823,300053
20296,20230930,JOHNSON BANK,RACINE,WI,SM,6372370,5071276
20311,20230930,AMERICAN BANK,BOZEMAN,MT,NM,622249,569662
20353,20230930,GULF COAST BANK,ABBEVILLE,LA,NM,487895,434533
20369,20230930,HEARTLAND BANK AND TRUST COMPANY,BLOOMINGTON,IL,NM,4988192,4211065
20387,20230930,BANK OF THE ORIENT,SAN FRANCISCO,CA,SM,876308,702248
20429,20230930,LIBERTY BANK,GERALDINE,AL,NM,190680,169739
20454,20230930,CITIZENS BANK OF EDINBURG,EDINBURG,IL,NM,31381,28731
20468,20230930,FIRSTSTATE BANK,LINEVILLE,AL,NM,304801,292156
20479,20230930,FIRST SECURITY BANK OF ROUNDUP,ROUNDUP,MT,NM,82428,74621
20484,20230930,BENCHMARK COMMUNITY BANK,KENBRIDGE,VA,SM,1103421,1000484
20488,20230930,FIVE POINTS BANK,GRAND ISLAND,NE,SM,1969577,1716840
20504,20230930,AMERIS BANK,ATLANTA,GA,NM,25606957,20724775
20537,20230930,AMERICAN BANK AND TRUST COMPANY,TULSA,OK,NM,280572,239516
20568,20230930,LUMBEE GUARANTY BANK,PEMBROKE,NC,NM,497105,447442
20624,20230930,BYLINE BANK,CHICAGO,IL,NM,8932633,6995688
20657,20230930,FIRST SECURITY BANK OF DEER LODGE,DEER LODGE,MT,NM,86979,78387
20666,20230930,NORTHWEST BANK OF ROCKFORD,ROCKFORD,IL,NM,397857,341948
20698,20230930,SOUTHERN HERITAGE BANK,JONESVILLE,LA,NM,360025,328338
20720,20230930,TENNESSEE STATE BANK,PIGEON FORGE,TN,SM,996530,851013
20727,20230930,"DALLAS CAPITAL BANK, NATIONAL ASSOCIATION",DALLAS,TX,N,1122270,908501
20741,20230930,PIONEER BANK,ALBANY,NY,SI,1963162,1686977
20776,20230930,BORDER BANK,FARGO,ND,NM,928829,814901
20818,20230930,CITIZENS TRI-COUNTY BANK,DUNLAP,TN,NM,1290984,1183600
20845,20230930,WALLIS BANK,WALLIS,TX,NM,1173560,970108
20856,20230930,LIBERTY BANK AND TRUST COMPANY,NEW ORLEANS,LA,NM,1034805,906854
20872,20230930,CITIZENS GUARANTY BANK,RICHMOND,KY,NM,278085,246598
20884,20230930,BANK OF GUAM,HAGATNA,GU,NM,2554071,1850891
20954,20230930,CITIZENS NATIONAL BANK,SEVIERVILLE,TN,N,1673328,1438895
20989,20230930,INDEPENDENCE BANK,HAVRE,MT,NM,1186577,1061417
20993,20230930,THE HARDIN COUNTY BANK,SAVANNAH,TN,SM,590925,529934
21031,20230930,THE BANK OF TAMPA,TAMPA,FL,NM,3086956,2875653
21050,20230930,"FIRST STATE BANK OF THE SOUTH, INC.",SULLIGENT,AL,NM,119985,97980
21074,20230930,TEXAS BANK,HENDERSON,TX,NM,822173,709712
21083,20230930,UNITED MISSISSIPPI BANK,NATCHEZ,MS,NM,452266,352849
21085,20230930,BANK OF ONTARIO,ONTARIO,WI,NM,80905,65666
21121,20230930,THE WESTERN STATE BANK,GARDEN CITY,KS,NM,660526,582707
21161,20230930,BANK OF THE BLUEGRASS AND TRUST COMPANY,LEXINGTON,KY,NM,344338,297844
21219,20230930,"BANK OF THE MOUNTAINS, INC.",WEST LIBERTY,KY,NM,89503,79075
21227,20230930,CBBC BANK,MARYVILLE,TN,NM,489414,435035
21247,20230930,"FIRST KENTUCKY BANK, INC.",MAYFIELD,KY,NM,552652,509324
21255,20230930,LAKESIDE BANK OF SALINA,SALINA,OK,SM,51731,45603
21265,20230930,BRADESCO BANK,CORAL GABLES,FL,NM,3764985,3132231
21284,20230930,BANK OF PENSACOLA,PENSACOLA,FL,NM,141132,126504
21292,20230930,PEOPLESSOUTH BANK,COLQUITT,GA,NM,1085918,1049329
21329,20230930,NBT FINANCIAL BANK,FORT WORTH,TX,NM,436902,389265
21342,20230930,SONATA BANK,SEBREE,KY,NM,90573,67791
21379,20230930,FIRST NATURALSTATE BANK,MCGEHEE,AR,SM,93295,79145
21448,20230930,HOLLADAY BANK & TRUST,SALT LAKE CITY,UT,NM,61891,50228
21455,20230930,FIDELITY BANK OF TEXAS,WACO,TX,NM,124461,100393
21486,20230930,CROSSROADS BANK,EFFINGHAM,IL,NM,206766,181082
21525,20230930,CORNERSTONE STATE BANK,MONTGOMERY,MN,NM,221077,205436
21526,20230930,WEST CENTRAL GEORGIA BANK,THOMASTON,GA,NM,145188,110168
21529,20230930,BANK OF OAK RIDGE,OAK RIDGE,LA,NM,102316,84223
21557,20230930,THREE RIVERS BANK OF MONTANA,KALISPELL,MT,NM,303560,277009
21567,20230930,"AMERICAN BANK, NATIONAL ASSOCIATION",DALLAS,TX,N,487606,395215
21573,20230930,BANK OF TENNESSEE,KINGSPORT,TN,NM,1808001,1574437
21591,20230930,THE BANK OF GREENE COUNTY,CATSKILL,NY,SB,2688657,2439133
21606,20230930,HCN BANK,RIVERSIDE,CA,NM,919894,821002
21635,20230930,THE BANK OF BOURBONNAIS,BOURBONNAIS,IL,NM,84782,70730
21692,20230930,PEOPLES BANK OF GRACEVILLE,GRACEVILLE,FL,NM,113675,108427
21693,20230930,LAKESIDE BANK,ROCKWALL,TX,NM,375756,287388
21714,20230930,PREMIER BANK,MAPLEWOOD,MN,NM,1025241,862557
21716,20230930,CITIZENS BUSINESS BANK,ONTARIO,CA,NM,15902022,12392447
21721,20230930,HERITAGE BANK OF SCHAUMBURG,SCHAUMBURG,IL,NM,141870,123380
21728,20230930,FARMERS AND MERCHANTS STATE BANK,LANGDON,ND,NM,139293,113067
21752,20230930,FIRST STATE BANK,WATONGA,OK,NM,78389,71646
21761,20230930,"JPMORGAN CHASE BANK, DEARBORN",DEARBORN,MI,SM,64675,500
21784,20230930,FIRST PORT CITY BANK,BAINBRIDGE,GA,NM,468263,424525
